"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
17,16,6,2,4,4,14,30,19,25
13,14,6,4,3,10,22,34,18,25
13,17,4,1,3,10,16,41,23,31
14,12,6,3,5,8,12,28,18,22
16,15,3,0,3,7,17,102,32,50
18,18,2,0,0,9,18,132,38,60
15,16,3,0,2,6,17,69,34,55
16,14,4,0,0,6,15,86,37,75
13,16,0,2,1,8,16,90,40,101
13,15,4,1,2,11,15,45,27,46
16,18,7,4,2,7,13,31,18,25
14,13,6,6,4,8,18,34,18,26
15,14,6,2,0,11,19,43,20,33
11,12,5,3,3,9,13,29,18,23
17,16,3,1,0,5,17,101,33,53
16,15,5,1,0,6,19,135,38,64
17,15,4,1,0,9,16,71,32,55
13,17,5,0,2,7,11,85,38,75
18,14,4,3,0,6,14,91,41,106
13,13,4,2,1,9,16,46,28,47
17,16,7,1,4,4,15,31,17,24
12,14,6,2,4,9,20,33,19,23
13,17,5,0,2,9,17,43,21,32
12,12,6,4,3,8,15,29,19,24
13,15,4,0,3,8,17,102,32,51
20,19,1,0,0,5,18,133,39,63
16,16,3,0,1,7,16,71,33,55
15,14,2,0,0,6,17,86,37,77
16,18,3,0,0,7,19,88,40,102
14,15,7,1,2,9,14,45,28,48
16,18,8,4,2,7,16,31,17,25
