"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
16,19,2,0,5,2,3,7,0,4
13,15,4,3,5,4,0,8,2,5
14,15,3,2,3,3,4,12,1,5
12,17,4,2,7,1,3,7,3,3
12,11,7,3,2,1,7,11,3,6
10,11,7,2,2,3,3,13,5,7
8,9,5,1,5,3,1,8,3,5
11,8,6,2,7,1,5,9,3,5
18,17,7,2,6,0,2,10,2,6
19,19,4,0,6,1,1,12,1,6
19,17,2,1,7,0,5,9,2,3
14,11,2,3,8,1,1,6,0,5
14,16,3,2,4,1,3,9,2,6
13,15,4,1,8,4,4,9,4,4
13,14,7,1,3,5,3,14,2,6
12,12,3,2,7,3,4,11,1,5
9,10,4,3,4,2,3,8,3,8
10,12,8,2,4,4,1,12,2,8
15,18,2,1,5,2,4,13,2,3
17,19,1,3,8,0,2,12,1,7
18,17,5,4,3,3,2,6,2,7
12,15,5,1,7,3,3,9,4,4
16,16,3,4,6,0,3,7,0,4
13,12,2,3,3,1,4,6,0,6
11,11,5,3,4,3,7,13,4,9
9,9,6,3,5,4,4,13,3,7
9,10,5,1,3,1,7,9,1,3
11,11,4,0,5,1,4,9,0,9
15,16,5,1,7,1,4,10,1,8
18,18,2,4,6,2,5,12,1,6
17,17,3,0,4,2,5,11,0,5
14,12,2,2,6,2,6,9,2,7
12,13,2,1,5,4,3,9,2,5
10,15,4,2,3,2,4,9,0,3
15,13,5,4,4,3,3,14,3,6
13,10,4,3,5,3,5,18,3,6
12,11,4,0,4,4,4,8,1,3
9,12,4,0,7,1,4,8,2,4
17,14,4,4,9,2,2,10,1,5
16,18,4,2,5,0,7,13,2,5
17,16,4,0,5,0,7,10,1,2
14,13,3,3,6,1,3,9,0,5
13,13,4,3,6,1,7,9,4,6
13,13,6,1,5,0,4,8,1,2
10,14,6,2,2,2,4,14,2,6
10,10,3,1,5,2,5,13,2,4
11,6,4,2,4,4,3,9,3,4
13,12,4,2,7,1,6,12,2,7
17,17,4,0,8,2,5,11,0,5
19,19,2,0,4,1,3,9,0,6
17,17,5,2,6,5,5,10,3,6
12,14,3,1,6,2,4,9,3,3
16,15,2,0,6,2,4,9,0,4
10,11,4,2,3,4,3,7,1,5
12,12,7,1,3,3,3,14,4,5
11,13,6,4,7,1,7,14,2,5
9,8,7,4,5,2,4,7,1,6
11,12,5,2,5,0,3,10,2,5
18,16,2,0,8,0,5,13,2,7
18,16,2,1,7,0,4,11,1,5
19,16,5,2,5,1,3,7,0,5
12,15,5,2,5,2,5,10,3,7
17,15,6,1,6,0,5,9,4,5
14,11,4,3,4,5,5,9,1,2
13,16,4,1,5,3,5,13,3,6
11,12,6,5,3,4,3,12,2,7
9,9,7,0,7,5,6,10,4,6
11,13,3,2,6,3,7,11,3,3
18,17,2,2,6,3,5,11,0,5
20,17,3,0,6,2,6,11,0,4
15,18,5,0,7,1,5,10,4,3
15,15,3,4,6,4,6,9,3,4
14,13,1,1,7,2,3,7,0,3
10,11,5,0,6,1,5,9,2,2
14,14,8,3,3,2,4,16,5,8
11,11,4,1,7,2,8,17,5,4
8,9,4,2,6,1,4,8,0,7
13,13,6,1,5,1,6,10,1,7
16,19,6,1,7,0,6,13,2,5
20,19,5,0,6,2,9,18,3,6
20,16,1,2,6,2,7,13,0,7
14,14,6,1,5,2,4,10,1,6
13,16,6,1,6,2,5,11,4,5
13,14,3,0,5,2,7,11,1,10
13,14,6,5,3,4,3,16,7,6
12,13,4,2,7,3,6,16,7,5
8,9,3,2,6,3,5,9,2,6
11,11,6,3,5,3,2,10,1,6
18,15,4,1,7,0,5,19,7,2
16,17,3,0,7,1,5,20,3,6
20,19,1,3,6,2,5,14,2,4
16,13,1,4,7,1,4,13,6,3
16,15,6,0,6,0,3,15,4,5
15,15,2,2,7,6,6,14,4,6
14,12,5,2,3,4,5,16,5,6
9,10,5,3,4,2,4,13,5,8
8,10,6,3,4,2,5,8,8,3
11,11,6,0,5,2,5,15,6,6
16,18,4,0,5,1,3,17,5,7
21,18,4,2,9,1,3,17,8,3
18,18,7,0,5,3,5,17,5,5
13,15,3,1,4,3,7,15,5,7
14,16,4,2,6,4,4,15,7,3
12,15,7,2,5,0,3,12,7,4
16,15,5,3,5,5,6,14,6,7
9,8,3,3,5,4,7,13,4,7
7,7,7,0,4,2,3,7,2,3
