"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
13,12,5,4,22,56,40,44,16,23
11,8,3,6,22,35,27,30,17,16
8,8,7,0,51,228,91,93,18,15
4,15,2,0,61,463,123,105,16,20
11,9,0,8,49,379,104,83,15,13
19,6,1,2,57,370,97,80,18,14
12,5,9,0,58,371,97,80,14,18
8,10,4,4,26,55,37,34,13,16
12,11,8,4,16,27,21,26,12,15
12,12,2,5,20,43,32,34,19,19
11,8,5,5,24,53,34,46,16,21
6,10,6,4,23,31,24,29,14,16
5,13,4,0,48,230,93,93,18,20
14,18,0,3,58,464,124,101,19,19
17,8,1,2,56,381,106,85,21,11
7,5,2,0,53,373,95,82,18,15
10,11,5,0,56,371,99,81,12,21
10,11,4,6,27,57,41,37,12,11
13,10,6,4,14,28,23,24,12,18
10,10,6,6,21,40,31,36,17,18
7,8,3,0,31,54,37,47,20,23
7,9,6,4,20,32,25,28,13,17
12,14,1,1,49,229,94,92,17,19
19,8,5,6,57,467,127,106,21,11
11,9,3,0,56,382,100,80,22,18
10,9,7,0,61,374,99,84,10,21
5,14,3,5,52,375,106,80,17,17
10,11,2,3,26,57,40,33,17,12
12,10,5,6,16,28,22,24,15,13
8,8,7,7,22,41,30,35,17,18
6,10,6,0,30,53,35,47,14,26
8,9,7,6,22,35,27,31,11,16
11,13,1,8,43,229,95,89,21,13
16,11,3,3,60,465,122,103,19,17
9,7,6,2,57,384,100,87,16,17
9,14,3,5,52,375,99,80,11,10
11,10,2,6,54,381,107,83,17,8
11,9,8,2,28,57,40,35,15,15
10,9,6,4,18,28,22,24,14,13
10,10,5,2,26,40,29,38,16,20
8,9,4,6,26,53,37,49,15,24
8,10,5,6,18,34,27,30,13,13
12,6,0,1,50,230,95,91,25,16
9,11,6,0,61,463,125,102,18,24
11,8,2,3,57,386,102,88,16,15
14,12,0,4,52,378,102,78,17,11
17,11,3,0,53,380,105,79,21,14
9,9,7,4,30,59,39,36,12,18
11,9,6,4,19,27,21,27,13,16
9,12,4,8,22,39,29,39,15,20
12,8,4,6,26,54,38,47,15,19
12,8,5,3,21,33,27,28,15,17
6,10,5,1,53,228,91,96,16,19
11,11,2,5,62,460,124,105,13,17
13,13,0,3,51,383,102,81,21,10
14,10,0,2,56,380,101,78,16,19
7,6,7,0,61,382,100,84,11,23
10,10,2,6,30,55,39,36,14,10
12,10,7,6,17,27,20,26,12,15
11,13,1,7,22,40,30,36,18,19
8,10,4,1,25,55,39,45,17,22
6,9,7,4,23,35,26,29,12,18
9,10,4,1,50,226,91,94,15,19
12,15,0,7,58,459,127,100,21,12
9,13,6,0,52,388,106,79,19,19
16,7,4,0,55,382,95,80,12,17
11,13,0,6,62,384,102,83,13,14
9,13,4,6,28,57,41,35,15,14
12,10,7,6,15,26,23,24,13,11
7,11,3,7,21,40,31,34,19,19
8,11,6,0,27,53,35,48,13,29
11,8,5,5,22,34,25,29,13,16
6,10,0,6,49,228,98,94,22,16
16,15,0,4,54,461,125,100,25,15
11,5,13,2,56,391,102,82,14,17
11,8,0,0,58,384,99,82,16,19
6,16,0,1,61,381,105,79,20,13
9,11,7,6,29,58,39,35,13,12
9,12,5,5,15,26,21,22,14,13
10,10,6,3,21,40,27,35,14,19
7,9,4,0,31,54,36,46,10,26
8,10,3,4,22,32,25,29,13,15
10,14,5,9,50,226,98,88,18,12
15,11,10,0,58,462,124,102,12,23
13,9,3,0,57,393,100,86,14,17
5,13,0,9,62,384,103,79,20,10
9,13,1,3,57,388,108,76,15,17
8,8,7,3,27,59,40,37,10,14
12,10,8,3,17,29,22,23,13,14
7,7,5,2,23,41,26,39,13,22
9,10,0,6,29,53,35,46,16,19
9,10,4,7,20,33,29,28,14,14
14,7,5,0,47,228,93,91,14,19
