"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
6,1,4,1,5,1,28,5,1,2
9,2,2,2,5,3,28,4,3,2
4,1,2,2,2,3,8,3,4,1
3,0,2,0,4,2,7,5,2,3
6,1,3,1,5,0,9,3,1,2
4,2,2,3,4,1,9,1,2,1
8,3,3,4,10,10,12,7,4,2
7,2,3,3,11,10,13,4,2,3
2,0,1,0,3,2,4,3,1,2
6,3,5,3,22,17,21,5,3,2
8,2,2,2,20,12,41,2,1,1
9,2,4,1,15,12,28,3,2,4
5,1,3,0,5,4,7,5,2,2
4,2,2,2,4,3,9,5,2,0
7,1,0,2,6,7,12,3,3,1
6,1,3,0,5,5,7,2,1,3
7,3,3,3,10,11,12,12,5,3
6,2,5,2,11,13,15,14,0,4
3,0,2,1,2,4,7,5,0,1
6,3,2,1,26,33,26,19,4,2
8,0,2,0,24,30,41,43,0,2
7,2,4,1,17,17,32,24,1,3
4,2,0,3,5,4,11,8,2,1
3,1,1,1,4,7,9,6,1,0
7,0,4,0,8,10,11,10,0,4
6,3,1,2,8,8,8,8,1,1
8,3,4,3,9,10,15,15,4,3
6,1,2,4,10,12,16,14,3,1
1,1,1,0,4,5,5,4,1,0
6,1,4,0,18,33,24,19,0,5
6,0,2,1,28,26,60,41,1,0
8,4,3,2,13,16,41,20,2,2
6,2,3,2,6,7,14,10,3,4
4,1,3,1,5,6,8,7,0,2
7,2,1,2,9,8,11,9,2,1
4,4,3,2,6,6,11,7,1,0
8,4,4,3,9,12,16,13,5,2
7,3,3,3,10,15,17,12,2,2
4,0,4,1,4,8,7,8,0,3
8,2,5,2,20,42,35,23,1,1
8,1,1,1,35,42,85,38,1,0
9,1,3,2,20,24,44,23,2,3
5,1,5,1,9,11,16,12,1,2
3,0,1,1,7,6,8,8,2,0
5,2,1,2,9,9,14,10,3,2
6,0,4,0,7,9,11,11,0,2
6,4,4,2,10,14,17,9,4,3
6,2,4,1,10,13,15,9,2,4
3,2,1,2,6,8,9,4,2,0
8,2,5,2,18,21,31,8,2,3
6,4,2,0,23,33,110,14,0,1
6,3,4,3,16,22,50,14,1,2
6,2,2,1,7,9,17,7,3,3
4,1,4,2,3,5,9,3,2,0
6,2,4,1,5,10,12,7,1,2
6,1,2,0,6,9,12,8,2,3
7,4,4,4,5,11,15,9,3,3
7,2,3,3,2,13,20,9,3,2
4,2,2,2,1,7,12,4,2,2
7,3,5,0,2,9,9,4,0,1
6,0,2,0,2,39,134,17,0,1
7,3,2,4,3,17,45,11,3,2
5,2,3,2,2,7,14,7,2,1
3,1,3,0,0,5,9,6,0,2
6,1,3,0,2,7,11,8,2,2
5,2,2,2,3,7,9,7,2,0
9,6,4,3,4,4,16,11,6,1
8,2,5,2,7,2,20,16,1,3
4,2,3,1,4,4,9,9,1,4
0,0,0,0,2,0,0,1,1,0
11,1,2,0,10,0,183,50,1,1
8,2,6,1,9,3,39,21,1,4
7,1,2,1,6,3,14,11,1,1
2,2,1,2,6,0,9,6,2,0
5,1,4,4,8,0,12,9,1,1
4,2,3,2,5,2,10,10,2,2
5,2,5,4,8,5,16,14,5,4
6,2,2,1,12,4,19,16,3,3
4,3,2,2,6,2,11,8,4,3
2,0,0,1,0,0,2,2,0,0
8,0,2,0,28,3,298,83,0,0
10,3,3,2,13,4,46,32,3,4
5,2,1,2,6,1,13,10,3,1
3,0,1,1,5,0,8,9,0,1
4,2,4,0,7,3,12,12,0,4
4,2,2,2,8,0,10,8,3,2
6,3,3,5,6,3,14,15,6,2
4,3,2,3,6,3,20,16,1,3
7,2,3,2,3,2,9,9,1,1
2,0,0,0,0,0,0,1,0,0
5,2,1,0,8,1,244,107,0,1
7,3,3,2,6,1,47,32,3,4
4,2,3,4,3,1,13,12,2,3
5,1,3,2,3,3,8,7,0,0
6,3,1,0,5,1,11,10,2,2
5,2,3,1,3,2,10,8,2,4
5,3,4,1,2,4,15,10,4,3
4,4,4,3,2,3,18,9,2,4
4,1,2,2,3,0,8,4,1,4
1,0,0,1,0,1,0,2,0,0
6,0,5,0,0,1,249,19,0,0
9,2,3,1,4,1,57,14,2,3
3,2,2,1,1,2,10,4,2,2
5,0,4,2,1,1,9,7,2,2
6,2,3,2,4,4,11,6,2,2
4,2,1,1,3,2,10,6,1,3
10,2,5,2,3,3,12,7,2,5
3,3,3,0,4,2,17,3,3,4
4,2,1,1,1,1,7,2,2,1
4,0,0,0,0,0,0,1,0,0
6,1,5,1,3,1,124,4,1,3
6,1,3,2,2,2,55,4,3,3
4,0,2,1,2,3,10,2,3,3
4,0,2,3,2,1,8,5,1,1
6,3,3,1,3,2,10,5,2,3
5,1,1,2,1,4,11,3,3,3
5,5,3,3,3,0,16,5,5,4
8,2,3,3,1,2,17,5,3,3
4,3,2,1,0,3,6,3,1,1
0,0,0,0,0,0,0,0,1,1
6,2,2,0,2,0,134,2,1,2
7,0,4,1,4,3,55,4,1,3
4,1,4,3,1,4,9,5,3,3
2,2,3,1,1,1,10,0,0,2
5,1,2,0,2,2,13,4,2,2
5,2,2,2,3,1,9,3,3,2
6,4,3,3,2,3,13,7,2,3
5,2,4,3,2,5,15,5,3,4
3,2,2,2,0,1,7,1,0,2
3,0,0,0,0,0,1,0,0,0
9,0,3,4,1,1,79,5,0,1
8,0,6,2,1,2,70,3,0,4
3,4,4,0,3,2,12,2,2,3
4,2,2,2,3,3,10,4,4,2
7,0,2,3,2,2,11,6,2,0
4,0,3,0,1,2,10,3,0,2
4,3,5,3,2,4,10,5,1,4
6,3,3,2,4,1,14,2,1,2
5,0,1,1,2,0,7,2,2,1
2,0,0,0,0,0,0,0,1,0
6,0,3,3,2,1,47,6,0,2
7,1,3,0,4,1,66,3,1,2
2,3,1,0,1,1,7,2,3,1
5,0,3,2,1,1,7,4,2,1
6,0,3,2,1,2,11,5,0,2
3,1,3,0,1,2,10,2,1,4
6,5,4,2,3,2,14,5,3,2
8,2,3,0,2,2,16,4,4,3
1,2,2,2,0,2,5,2,0,1
1,0,0,0,0,0,1,0,0,0
6,2,4,0,1,1,64,3,1,4
8,1,3,2,1,1,63,3,2,3
4,0,0,3,3,2,7,4,2,0
5,1,7,2,1,2,9,2,1,2
4,3,4,1,2,2,12,1,0,2
5,1,2,1,3,2,8,3,2,1
5,3,5,3,4,3,13,6,3,3
4,0,5,2,2,6,14,5,0,2
1,0,1,2,1,3,9,2,0,2
2,0,0,0,2,1,0,0,1,1
6,1,1,0,3,7,104,4,2,2
7,0,1,2,1,10,70,4,2,2
2,1,4,1,0,3,4,0,0,2
3,2,2,1,6,3,9,3,2,2
7,3,1,1,2,7,10,3,4,3
5,1,2,3,2,6,10,3,0,1
5,3,5,1,3,7,12,6,1,3
