"x"
935
461
391
377
338
156
176
134
119
87
93
102
122
121
122
117
117
100
105
113
109
103
110
138
221
423
490
520
336
291
254
345
579
458
517
519
482
496
498
462
462
549
465
440
441
408
479
446
465
507
425
267
217
171
142
106
102
109
104
98
104
99
91
103
94
121
109
115
97
117
116
306
507
630
493
427
421
388
357
420
562
642
684
633
587
569
696
663
642
671
656
841
647
602
723
715
555
360
303
155
112
112
134
95
107
109
100
104
96
109
117
96
95
97
105
113
95
83
111
243
477
664
485
412
274
339
460
600
571
623
525
486
572
596
471
560
563
438
548
444
540
378
247
154
129
144
120
103
99
103
96
99
94
101
105
112
95
101
110
117
110
144
276
526
545
372
293
397
473
450
466
396
484
467
348
506
436
359
375
347
412
358
290
164
142
121
115
102
102
97
113
106
93
105
121
105
89
103
97
108
106
107
237
386
560
409
256
224
328
455
511
568
496
470
356
442
494
455
379
410
280
388
393
414
298
254
177
164
145
105
102
89
109
97
102
100
95
115
89
105
95
87
97
97
113
122
250
383
501
342
215
253
290
416
464
491
412
341
344
379
471
552
509
429
435
325
420
308
310
238
220
226
127
104
102
99
103
101
98
101
108
92
95
89
111
82
87
230
267
411
453
552
544
472
486
576
662
650
539
569
710
764
685
650
532
527
582
432
384
445
384
361
266
142
138
92
96
85
95
93
90
86
80
102
108
91
88
102
92
120
147
175
230
385
500
521
401
462
505
549
495
516
627
717
616
565
522
648
565
628
560
490
539
496
409
323
330
251
131
131
118
100
83
82
87
91
82
78
78
98
87
82
90
91
99
110
137
369
613
544
377
315
411
458
444
464
387
424
585
553
484
495
448
558
483
601
479
449
519
474
604
366
350
160
153
110
115
133
76
126
121
123
116
113
117
128
110
118
126
119
230
475
652
715
503
427
421
432
516
513
473
513
596
774
769
614
538
547
600
487
460
551
480
560
479
229
164
123
110
108
83
87
82
91
85
96
83
83
88
85
93
75
86
82
157
314
488
523
442
260
319
425
440
443
338
401
527
537
441
438
351
338
343
349
381
381
282
222
123
125
124
94
102
106
116
101
92
89
84
94
86
96
100
88
102
95
111
108
157
386
544
344
262
330
377
404
363
368
343
408
445
499
452
411
408
340
312
428
366
387
234
148
103
111
116
119
120
110
108
116
