"x"
2033
574
445
409
404
408
433
461
460
488
490
561
524
558
520
444
401
458
482
489
435
493
461
446
452
476
592
756
854
889
865
736
571
376
340
391
367
505
455
362
449
405
417
436
465
556
610
726
792
726
664
531
334
301
277
336
370
434
424
399
374
375
362
403
431
588
712
833
1056
914
536
307
333
299
336
321
395
422
407
419
374
387
359
433
550
680
849
940
988
858
793
581
470
345
304
313
433
371
441
425
419
451
570
737
929
866
968
661
366
320
329
289
298
312
463
365
359
347
325
342
398
592
812
963
903
833
564
475
467
383
300
351
382
397
307
303
363
422
448
594
775
1129
1323
1363
1201
1059
1038
707
560
498
478
457
368
335
354
373
389
388
491
679
1063
1051
973
1006
930
581
448
308
366
341
390
391
333
337
360
346
365
481
542
589
620
616
638
556
511
405
349
383
334
418
442
433
437
458
504
572
618
621
561
594
646
629
726
548
483
403
451
412
416
370
430
444
503
534
609
745
804
814
897
731
570
473
444
417
392
379
426
431
405
466
448
557
570
747
719
670
693
720
622
383
375
366
441
375
378
341
381
355
396
429
474
570
643
637
594
551
462
370
423
387
361
356
379
359
405
392
385
389
360
404
447
489
550
556
471
377
370
372
359
382
382
378
391
384
381
382
434
438
442
459
545
454
395
347
337
342
425
512
490
503
421
403
459
552
705
830
885
712
488
382
293
272
301
292
317
424
414
516
532
529
579
649
773
835
745
709
781
797
622
551
511
350
300
277
312
318
327
321
371
419
335
329
372
484
475
612
717
710
620
447
304
282
282
284
300
312
290
313
318
467
664
762
819
705
349
304
292
299
288
299
300
321
415
434
416
424
446
430
567
779
791
869
676
407
409
329
311
323
406
385
376
347
329
390
456
514
556
722
656
549
601
535
462
351
262
287
344
380
338
327
432
550
715
810
789
807
642
549
570
525
407
314
284
297
312
288
302
286
391
351
385
468
459
444
401
348
331
302
281
304
306
278
283
300
298
382
617
657
662
708
565
489
451
328
314
359
334
281
290
293
331
423
614
694
686
587
525
391
465
352
304
288
320
249
255
244
285
314
388
441
583
794
819
642
570
541
439
359
285
310
283
299
297
257
274
284
359
397
556
860
922
774
773
646
470
359
259
237
273
296
285
291
299
317
344
488
516
605
531
559
429
393
344
270
249
273
281
262
283
266
339
429
520
600
618
864
770
683
574
432
