max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,control,type,subject
385,217,263.3888889,255.5,1196.856698,2371,28446,5.986956522,5.302325581,5.582028175,5.563741384,0.019871633,15.03615516,602.8590429,7.222707424,6.357142857,6.821027167,6.841027029,0.026308453,17.10880854,736.670934,cover,static,bot,pat,E
499,243,296.6759259,282.5,1933.211751,2771,32041,5.853846154,5.152304609,5.554076627,5.566816704,0.019237728,13.97636706,599.8402757,7.341296928,6.528089888,7.034777769,7.039293719,0.024946525,15.50056269,759.755999,cover,static,bot,pat,E
481,254,296.7037037,287.5,1384.864659,2623,32044,5.858585859,5.114345114,5.562578319,5.564415241,0.018235425,12.67240567,600.7584584,7.267175573,6.586750789,6.970767811,6.978636944,0.022011023,15.62744463,752.8429236,cover,static,bot,pat,E
431,222,304.4074074,299,1393.869851,3065,32876,5.643598616,4.911111111,5.353175267,5.376172475,0.01708776,13.33118428,578.1429289,7.20295203,6.02739726,6.609242781,6.591722454,0.067629427,19.38540627,713.7982203,cover,static,bot,rub,E
409,217,300.0555556,298,1348.912773,2700,32406,5.771428571,5.051779935,5.373045858,5.373955008,0.031266324,17.17551879,580.2889527,7.392739274,5.954098361,6.666122323,6.622065694,0.103652414,20.91013499,719.9412109,cover,static,bot,rub,E
393,220,298.0462963,292.5,1619.259519,2640,32189,5.712230216,4.951030928,5.343806718,5.366950329,0.022752474,12.24108711,577.1311256,7.371014493,6.142011834,6.670733974,6.662705993,0.061437145,19.10477247,720.4392692,cover,static,bot,rub,E
390,230,295.0555556,291,1000.445483,2703,31866,5.637931034,5.020338983,5.333635817,5.334303452,0.015662473,12.03257088,576.0326683,6.996774194,6.027118644,6.559786189,6.556408451,0.045997622,21.91539936,708.4569084,cover,static,bot,rub,E
475,227,319.462963,307.5,3017.110765,3769,34502,5.80608365,5.037333333,5.39724665,5.388697318,0.028583432,14.44818777,582.9026382,7,5.761904762,6.569509162,6.587636183,0.054610095,18.65011067,709.5069895,cover,static,bot,scratch,E
471,217,336.3796296,333,2408.443319,3130,36329,5.75088968,4.828915663,5.339405271,5.350471698,0.030951843,13.83045774,576.6557692,7.483425414,6.292,6.889434182,6.865678347,0.069095556,17.61846563,744.0588916,cover,static,bot,scratch,E
523,204,317.1666667,310.5,3785.504673,3970,34254,5.741721854,4.824074074,5.250609411,5.267135956,0.034167712,14.38172732,567.0658164,7.206467662,5.835858586,6.656014015,6.673619243,0.098307497,22.16330915,718.8495136,cover,static,bot,scratch,E
441,230,327.9259259,326,1714.031845,2631,35416,5.757961783,4.885780886,5.334309736,5.346832369,0.027356723,12.19623352,576.1054515,7.344615385,6.440806045,6.922473609,6.939153261,0.037915959,16.54494182,747.6271497,cover,static,bot,scratch,E
487,260,325.212963,304.5,2129.215905,3145,35123,5.845360825,4.993181818,5.508498608,5.530280886,0.028619652,13.83924488,594.9178497,7.110738255,6.080213904,6.786017539,6.806211693,0.030192824,14.20388148,732.8898942,cover,static,bot,stroke,E
471,259,316.5092593,299.5,1965.055988,2562,34183,5.976833977,5.18251928,5.568068475,5.601324503,0.032283311,14.30800485,601.3513953,7.140410959,6.144356955,6.825568671,6.858050214,0.035778884,15.70047567,737.1614164,cover,static,bot,stroke,E
477,266,324.1851852,307,1892.95604,2336,35012,5.769736842,5.053412463,5.493369563,5.494542021,0.021904693,12.81879796,593.2839128,7.250883392,5.884696017,6.773527057,6.822014873,0.050402524,18.81782738,731.5409221,cover,static,bot,stroke,E
479,265,329.8055556,312.5,2400.214174,2456,35619,5.951388889,5.002824859,5.527245087,5.529732807,0.02968155,13.02427519,596.9424694,7.203438395,6.076566125,6.810215232,6.826846476,0.052325702,15.79421288,735.5032451,cover,static,bot,stroke,E
352,237,277.6018519,275.5,432.4848564,1692,29981,5.996323529,5.334545455,5.610606235,5.60593109,0.018151461,14.74414115,605.9454734,7.082706767,6.272727273,6.617684524,6.603638401,0.024906109,16.45457952,714.7099286,cover,static,bot,tickle,E
362,230,284.5185185,281,568.1211492,1989,30728,6.008264463,5.255737705,5.551849515,5.546410256,0.022270631,15.09319981,599.5997477,7.136986301,6.267175573,6.799364271,6.794374563,0.026337574,15.47233115,734.3313412,cover,static,bot,tickle,E
416,243,296.2685185,293,733.5253548,2187,31997,5.814035088,5.098305085,5.507169649,5.529020264,0.019797448,14.8068679,594.7743221,7.091216216,6.445205479,6.774777022,6.80361464,0.019297282,14.1162492,731.6759184,cover,static,bot,tickle,E
434,249,305.8518519,298,1131.398408,2434,33032,5.924242424,5.115207373,5.505831434,5.517993993,0.019156457,12.86758772,594.6297949,7.180232558,6.32996633,6.719791185,6.707924666,0.027338046,12.57066871,725.737448,cover,static,bot,tickle,E
634,549,595.4722222,596,319.373053,1951,64311,5.51461039,4.986086957,5.242956579,5.242068211,0.007920744,8.750077734,566.2393105,7.12244898,6.693548387,6.900740817,6.904936223,0.006896187,9.192497104,745.2800082,none,dynamic,bot,constant,E
630,554,594.037037,592,239.7743164,1687,64156,5.380573248,4.987654321,5.210827069,5.20616071,0.006706695,8.334761684,562.7693235,7.078125,6.6272,6.90943364,6.919580939,0.006939164,8.818007088,746.2188331,none,dynamic,bot,constant,E
631,563,597.8611111,597,252.8870717,1539,64569,5.456279809,4.948186528,5.200487088,5.199849261,0.007536038,7.674604849,561.6526055,7.066433566,6.565640194,6.890076459,6.900005283,0.008577852,10.44464831,744.1282576,none,dynamic,bot,constant,E
645,561,603.0648148,600,298.1359467,1588,65131,5.385,4.996610169,5.172574241,5.162901141,0.006740552,8.057783478,558.638018,7.112984823,6.613333333,6.908590413,6.92197323,0.008257906,10.04416145,746.1277647,none,dynamic,bot,constant,E
226,183,205.5,206,85.13084112,1055,22194,5.805309735,5.168421053,5.543473793,5.541001978,0.013909583,12.6804796,598.6951697,7.078947368,6.488151659,6.726989103,6.722093076,0.017063216,13.79361111,726.5148231,none,dynamic,bot,notouch,E
228,189,207.1018519,206.5,77.4007442,990,22367,5.947115385,5.104072398,5.485210423,5.470897436,0.020625112,16.99053683,592.4027257,7.155440415,6.313636364,6.720613451,6.730550925,0.029920133,14.6619176,725.8262527,none,dynamic,bot,notouch,E
231,186,207.2962963,207,85.01419176,993,22388,5.881773399,5.009478673,5.50390158,5.507329145,0.018757268,14.52880544,594.4213707,7.094527363,6.298578199,6.715541891,6.727513793,0.023075108,16.12939403,725.2785242,none,dynamic,bot,notouch,E
232,188,209.5555556,209,76.82866044,969,22632,5.746411483,5.136792453,5.484426758,5.503710087,0.016628281,13.90443455,592.3180898,7.186868687,6.394230769,6.71630971,6.703604023,0.026548421,14.43067756,725.3614487,none,dynamic,bot,notouch,E
416,244,295.3055556,278.5,1664.905763,2376,31893,5.747058824,5.079320113,5.449975858,5.463340414,0.024011627,15.91373273,588.5973926,7.225490196,6.187969925,6.702185073,6.691055814,0.035294737,13.2610685,723.8359879,none,dynamic,bot,pat,E
407,246,295.3703704,285.5,1361.282105,2109,31900,5.773972603,5.018018018,5.461450823,5.474517271,0.024151216,12.7122303,589.8366889,7.045112782,6.194968553,6.668305723,6.670722929,0.03307624,14.59944915,720.1770181,none,dynamic,bot,pat,E
433,238,281.9814815,275,1035.308065,2124,30454,5.852589641,5.032258065,5.508450675,5.513809564,0.030533237,14.84601276,594.9126729,7.156028369,6.271428571,6.744585026,6.745404147,0.026613948,15.03714067,728.4151828,none,dynamic,bot,pat,E
398,226,284.3981481,278,1148.148408,2092,30715,6.086466165,5.059782609,5.505787379,5.523360622,0.034296362,14.43296453,594.6250369,7.09929078,6.160349854,6.736720107,6.764273687,0.033264714,14.37340529,727.5657715,none,dynamic,bot,pat,E
502,219,311.0555556,308.5,2511.641745,3494,33594,5.719858156,4.837078652,5.307710171,5.317251924,0.038543356,17.44015417,573.2326985,7.148288973,5.857142857,6.472156496,6.485667486,0.079119729,22.41919158,698.9929015,none,dynamic,bot,rub,E
513,238,340.4444444,332,3587.258567,4196,36768,5.645522388,4.834862385,5.267606081,5.244377506,0.028807299,16.26279503,568.9014567,7.29076087,5.75,6.499939129,6.507599832,0.089289155,20.98325406,701.9934259,none,dynamic,bot,rub,E
417,226,318.1388889,308,1949.522586,3690,34359,5.713333333,4.828282828,5.275083161,5.286490663,0.034236218,17.49516816,569.7089814,7.122529644,5.896,6.494359854,6.458195339,0.075377439,20.28948847,701.3908642,none,dynamic,bot,rub,E
578,235,353.962963,333.5,5970.951886,5056,38228,5.687134503,4.652747253,5.230867864,5.252322127,0.034355039,14.59790329,564.9337293,7.045454545,5.98470948,6.46842347,6.483659384,0.057599433,17.04573148,698.5897347,none,dynamic,bot,rub,E
469,225,324.8703704,319.5,2846.973693,3703,35086,5.794979079,4.832020997,5.300102475,5.303772936,0.042445842,15.77066159,572.4110673,7.174041298,6.128504673,6.675070255,6.705289205,0.051494708,17.37936237,720.9075876,none,dynamic,bot,scratch,E
561,203,321.5833333,312.5,3921.852804,5348,34731,6,4.758024691,5.305491188,5.275469997,0.063832604,19.70680706,572.9930483,7.419811321,5.936170213,6.620425396,6.621705269,0.06518523,21.20217853,715.0059428,none,dynamic,bot,scratch,E
486,231,326.9351852,315.5,3940.154638,4312,35309,5.884615385,4.710300429,5.303228548,5.331811487,0.048311793,15.34237433,572.7486832,7.220833333,6.136986301,6.617799884,6.598963157,0.056713416,18.63428503,714.7223875,none,dynamic,bot,scratch,E
528,192,287.4074074,281,3678.2063,4001,31040,5.955445545,4.874551971,5.41687004,5.401837337,0.059836203,17.17647171,585.0219643,7.16744186,5.863270777,6.625441106,6.618391075,0.056283162,19.67276137,715.5476395,none,dynamic,bot,scratch,E
368,182,231.3796296,214.5,1704.929301,2393,24989,5.925742574,5.034285714,5.466801319,5.47176188,0.02753055,16.57743026,590.4145424,7.142857143,5.83423913,6.679745167,6.745532246,0.067350151,20.61851755,721.412478,none,dynamic,bot,stroke,E
327,182,227.6666667,217,1051.327103,2311,24588,5.944186047,4.966555184,5.427869487,5.425462963,0.03609498,20.92543369,586.2099046,7.125,5.821917808,6.651465499,6.668246765,0.041027452,18.1004958,718.3582739,none,dynamic,bot,stroke,E
327,199,245.6296296,240.5,679.3007961,1574,26528,5.650655022,5.030769231,5.359742841,5.358150343,0.014889697,13.35790172,578.8522269,6.919413919,6.162162162,6.562752105,6.568584071,0.028764275,16.42985429,708.7772273,none,dynamic,bot,stroke,E
366,198,257.6111111,246.5,1102.314642,1930,27822,5.697368421,4.912727273,5.348188936,5.338239459,0.019023764,15.54092898,577.604405,7.071038251,6.0562249,6.518756074,6.497016605,0.034812373,16.42510946,704.025656,none,dynamic,bot,stroke,E
364,219,283.0092593,279.5,1144.850381,2887,30565,6.111538462,4.983098592,5.584127532,5.576503497,0.03531968,14.32907229,603.0857734,7.42172524,5.947802198,6.693211805,6.717328745,0.062848868,19.30883816,722.866875,none,dynamic,bot,tickle,E
435,240,305.9259259,300,1123.938387,3122,33040,5.978723404,4.990033223,5.465520693,5.44086629,0.045025038,15.13166041,590.2762348,7.003861004,5.914942529,6.54184392,6.552895816,0.051049931,19.23269236,706.5191433,none,dynamic,bot,tickle,E
382,232,290.3333333,288,689.2897196,2216,31356,5.897526502,5.142857143,5.511181832,5.503131043,0.026374171,14.50455393,595.2076379,7.215517241,6.222222222,6.657281164,6.662066616,0.03096403,18.16156679,718.9863657,none,dynamic,bot,tickle,E
413,229,296.2037037,293.5,1335.808584,2996,31990,5.823353293,5.08203125,5.468308681,5.468243297,0.022426153,14.06203204,590.5773375,7.237288136,6.286184211,6.72823934,6.731958763,0.031211657,16.50570901,726.6498488,none,dynamic,bot,tickle,E
595,458,530.6296296,527.5,670.9082728,1665,57308,5.479930192,4.894927536,5.091051151,5.08011037,0.006608581,8.416567765,549.8335243,6.696,6.250929368,6.448091816,6.460548431,0.008694894,10.72422438,696.3939161,none,static,bot,constant,E
597,473,529.2037037,529.5,515.0235376,1960,57154,5.27992278,4.900181488,5.092248285,5.094075999,0.007006724,7.910968889,549.9628148,6.742125984,6.18760469,6.475409545,6.493529314,0.011067466,12.08082751,699.3442308,none,static,bot,constant,E
614,512,558.5833333,556,496.1518692,2210,60327,5.279588336,4.8125,5.036316814,5.023541462,0.008349177,8.90744236,543.9222159,6.608474576,6.245283019,6.454323687,6.454621721,0.006618704,9.498790243,697.0669582,none,static,bot,constant,E
645,448,572.7037037,576.5,951.687089,1932,61852,5.348360656,4.869636964,5.044075972,5.055310424,0.007083919,8.714102222,544.760205,6.705882353,6.22513089,6.46103569,6.450178066,0.006488656,7.919230251,697.7918546,none,static,bot,constant,E
341,274,298.5740741,297,130.0785739,1292,32246,5.851851852,5.318493151,5.57538634,5.576794872,0.008568083,9.674854149,602.1417247,7.158075601,6.548286604,6.96527088,6.974930643,0.012542297,11.39444661,752.249255,none,static,bot,notouch,E
328,277,298.4259259,298,91.9103496,1052,32230,5.790163934,5.342948718,5.568535134,5.57528115,0.006948879,10.41488196,601.4017945,7.172757475,6.760655738,6.975152584,6.978759553,0.009729556,10.55594281,753.316479,none,static,bot,notouch,E
318,273,297.1851852,297,91.66632053,1068,32096,5.794117647,5.365187713,5.568755301,5.564744982,0.009059638,10.14187007,601.4255725,7.236933798,6.755852843,6.969354093,6.972693383,0.011329345,10.41700628,752.690242,none,static,bot,notouch,E
327,269,297.7222222,298,129.5109034,1373,32154,5.818481848,5.368770764,5.586044962,5.585404446,0.010381878,12.27727744,603.2928559,7.327137546,6.689102564,6.988478109,6.984863946,0.013822397,13.25114124,754.7556358,none,static,bot,notouch,E
434,267,312.6944444,299,1558.064642,2595,33771,5.82428115,5.153094463,5.546673975,5.559432683,0.018721816,15.2618999,599.0407893,7.344086022,6.428093645,6.939822647,6.958694084,0.029907034,16.36711101,749.5008459,none,static,bot,pat,E
468,248,313.2314815,301,2149.618813,2901,33829,5.840148699,5.064935065,5.514889589,5.513615434,0.023338548,14.47449048,595.6080756,7.272108844,6.463806971,6.895134065,6.892850216,0.035188872,18.23222233,744.674479,none,static,bot,pat,E
469,257,314.287037,303,1744.09441,2720,33943,5.833333333,5.151385928,5.548593549,5.557938687,0.016419414,14.25970899,599.2481033,7.264285714,6.434895833,6.933225023,6.945472702,0.027421454,15.82859451,748.7883024,none,static,bot,pat,E
419,254,307.2685185,303.5,1049.058065,2058,33185,5.871621622,5.235880399,5.567210977,5.56654149,0.01459982,12.80492424,601.2587855,7.346303502,6.463592233,6.948630573,6.954372153,0.024642228,15.79967194,750.4521019,none,static,bot,pat,E
521,240,346.8611111,333,4610.475857,4663,37461,5.604081633,4.757281553,5.183557046,5.152825608,0.029348021,13.9659636,559.824161,7.100795756,5.73828125,6.412584662,6.442946608,0.088243048,19.74259708,692.5591435,none,static,bot,rub,E
616,234,367.7407407,347,6831.259259,4967,39716,5.831223629,4.586572438,5.19781553,5.175558362,0.061059222,18.26600002,561.3640772,6.980066445,5.430194805,6.303554018,6.372147498,0.134744156,22.27820755,680.783834,none,static,bot,rub,E
452,237,329.1481481,324,2545.155417,3321,35548,5.68852459,4.895981087,5.280607703,5.276952918,0.031208974,14.52818742,570.3056319,6.891428571,5.543859649,6.324606015,6.337493264,0.066497797,24.88377713,683.0574497,none,static,bot,rub,E
558,238,336.1666667,326,3565.280374,3645,36306,5.757462687,5.1,5.381214977,5.373909391,0.021080006,16.36730516,581.1712175,6.961538462,5.920308483,6.449078266,6.434999278,0.051193917,22.44833516,696.5004527,none,static,bot,rub,E
887,224,418,413.5,9185.514019,7765,45144,5.669322709,4.782412627,5.260196947,5.252820961,0.027195415,16.0831298,568.1012703,6.895140665,5.6,6.36234841,6.361654635,0.07646595,21.90605321,687.1336283,none,static,bot,scratch,E
754,238,417.6851852,399.5,9330.180339,6149,45110,5.715133531,4.75862069,5.23131856,5.239880952,0.036180386,12.66396335,564.9824045,6.85326087,5.409274194,6.154808534,6.187011381,0.088357134,21.32913185,664.7193217,none,static,bot,scratch,E
909,308,570.3518519,551,14065.09,9419,61598,5.333333333,4.392090395,4.833195996,4.826501998,0.027154623,13.31068787,521.9851676,6.37987013,4.361826698,5.768358077,5.878244164,0.159322159,19.5345201,622.9826724,none,static,bot,scratch,E
810,396,587.5740741,582,7513.106611,9225,63458,5.164619165,4.471604938,4.838985191,4.820388754,0.01917825,13.88119455,522.6104006,6.645438898,5.367832168,5.943744335,5.943968616,0.097558048,17.65175129,641.9243882,none,static,bot,scratch,E
411,158,214.4537037,201.5,2061.726809,2352,23161,5.99375,5,5.561339074,5.582732779,0.038862608,19.11625668,600.62462,7.077844311,5.982608696,6.589054542,6.598853718,0.047202525,22.10821741,711.6178905,none,static,bot,stroke,E
322,156,213.9537037,206,1417.315594,1822,23107,6.051136364,4.973782772,5.54796005,5.549341696,0.040428826,18.26013691,599.1796854,7.098159509,6.078431373,6.62613742,6.646298594,0.034767908,17.52565621,715.6228414,none,static,bot,stroke,E
281,166,214.287037,211,448.6551575,1740,23143,6.080851064,5.022624434,5.557883243,5.572587719,0.030876957,16.48745347,600.2513902,7.20855615,6.164556962,6.634402322,6.639215686,0.045471327,19.02815926,716.5154507,none,static,bot,stroke,E
373,166,211.5833333,203,807.1799065,1847,22851,6.025316456,5.219512195,5.523374105,5.522856112,0.022787043,16.06229781,596.5244033,7.173160173,5.850174216,6.646352601,6.657301587,0.050056465,21.6382629,717.8060809,none,static,bot,stroke,E
374,238,294.8981481,290.5,702.1670993,1995,31849,5.850174216,5.25,5.58146397,5.587403866,0.015596045,12.55096143,602.7981088,7.218487395,6.144385027,6.750921398,6.751802233,0.034881059,16.71814615,729.099511,none,static,bot,tickle,E
434,249,303.8333333,300.5,1169.392523,2130,32814,5.895424837,5.301886792,5.591766718,5.588882948,0.011727735,12.22523656,603.9108056,6.988721805,6.013824885,6.650097298,6.686024277,0.036739068,14.25674816,718.2105081,none,static,bot,tickle,E
443,258,309.712963,305,999.7766528,1731,33449,5.837545126,5.262798635,5.5933466,5.593265422,0.014394307,11.42352482,604.0814328,7.183823529,6.007915567,6.653467856,6.692312596,0.035499714,13.45245576,718.5745285,none,static,bot,tickle,E
346,228,277.5740741,275,493.8168917,1776,29978,5.908333333,5.304918033,5.629963451,5.619334242,0.015655491,15.19573108,608.0360527,7.151724138,6.006097561,6.776987651,6.790105764,0.031884983,15.76952565,731.9146663,none,static,bot,tickle,E
764,616,701.6018519,707,874.3353236,1825,75773,5.155172414,4.831578947,4.987156046,4.988800586,0.004468861,6.442369283,538.612853,6.967016492,6.624113475,6.814553028,6.826801802,0.007522873,6.598121002,735.9717271,cover,dynamic,bot,constant,F
748,611,670.0833333,674.5,760.4696262,1858,72369,5.147727273,4.815286624,5.00276908,5.006685274,0.004098276,7.317231383,540.2990606,7.104105572,6.621495327,6.85831161,6.866625626,0.009247975,8.402351737,740.6976538,cover,dynamic,bot,constant,F
729,633,673.8796296,672.5,377.8451886,1846,72779,5.165151515,4.820289855,5.016934066,5.01757928,0.003594386,6.984279982,541.8288791,7.052941176,6.665158371,6.867136546,6.859457017,0.008403957,8.739064478,741.650747,cover,dynamic,bot,constant,F
731,598,680.7685185,684,693.1702146,2276,73523,5.2,4.897168405,5.043497723,5.047041752,0.003506846,7.426275361,544.6977541,7.11641791,6.703649635,6.926479932,6.93223667,0.007422895,8.197412825,748.0598326,cover,dynamic,bot,constant,F
316,260,288.3611111,289,166.6627726,1333,31143,5.72909699,5.061594203,5.387710551,5.373007108,0.016193168,11.64435472,581.8727395,6.966666667,6.420689655,6.65687719,6.656747805,0.014312008,12.85461704,718.9427365,cover,dynamic,bot,notouch,F
316,255,290.8333333,290,126.6261682,1223,31410,5.755244755,4.992509363,5.412943062,5.416671296,0.016639164,11.70536168,584.5978507,7.026490066,6.392739274,6.695140552,6.682187612,0.019605269,13.30293076,723.0751796,cover,dynamic,bot,notouch,F
319,262,291.1666667,290.5,143.0373832,1293,31446,5.687919463,5.092409241,5.401056666,5.411814753,0.014090608,11.54344048,583.3141199,6.976109215,6.416393443,6.686730309,6.713787741,0.017009045,10.81429829,722.1668734,cover,dynamic,bot,notouch,F
326,263,292.2777778,291,161.8847352,1441,31566,5.663265306,5.18245614,5.411719896,5.404893887,0.014426468,13.12370017,584.4657488,6.976351351,6.385135135,6.68376167,6.692101564,0.017739302,14.18349543,721.8462603,cover,dynamic,bot,notouch,F
651,228,333.5277778,302,8628.793614,4349,36021,5.74912892,4.987234043,5.366760594,5.402654604,0.028097021,13.38246879,579.6101442,7.079518072,5.785942492,6.434054827,6.441830986,0.063996283,17.50545147,694.8779214,cover,dynamic,bot,pat,F
636,248,341.1203704,292.5,10355.02276,5399,36841,5.908088235,4.928294574,5.404289749,5.413365346,0.047165628,14.49913873,583.6632929,7.197368421,5.872395833,6.478260136,6.475648324,0.07252495,18.60245438,699.6520947,cover,dynamic,bot,pat,F
566,223,316.9166667,271,8662.824766,4893,34227,5.873563218,4.925650558,5.416997886,5.436194653,0.043842959,15.52758939,585.0357717,7.022222222,5.822742475,6.487359436,6.483621684,0.051748729,17.64657361,700.6348191,cover,dynamic,bot,pat,F
536,224,316.9722222,275.5,6761.260903,4405,34233,5.818897638,4.922178988,5.419182307,5.458512018,0.035761955,14.35096002,585.2716892,7.093283582,5.91011236,6.529200539,6.576042389,0.070597258,20.48985573,705.1536582,cover,dynamic,bot,pat,F
497,247,367.2037037,358,4433.17307,2933,39658,5.802431611,5.09030837,5.395623739,5.404806586,0.017991663,12.08622415,582.7273638,7.251295337,5.952606635,6.582650658,6.596580592,0.080427077,15.75349119,710.9262711,cover,dynamic,bot,rub,F
444,248,354,356.5,2333.420561,2507,38232,5.622641509,5.03626943,5.336586876,5.327984308,0.018865526,12.10376554,576.3513826,7.153638814,5.831606218,6.491455897,6.482059422,0.083525128,18.25302239,701.0772369,cover,dynamic,bot,rub,F
469,239,325.4259259,313.5,3260.919695,2529,35146,5.80754717,5.004366812,5.316687253,5.313852353,0.025698991,13.7832009,574.2022234,7.158450704,6.005813953,6.527607733,6.533086117,0.057819803,17.54867773,704.9816351,cover,dynamic,bot,rub,F
514,238,336.8425926,321,3394.60116,2499,36379,5.822641509,4.973684211,5.305467333,5.300163638,0.025642141,13.72492695,572.990472,6.98015873,6.083657588,6.518623991,6.518238078,0.040609586,17.88780554,704.011391,cover,dynamic,bot,rub,F
641,229,380.5833333,327,13077.72196,4456,41103,5.850909091,4.952468007,5.335882311,5.321025099,0.044518004,13.76310255,576.2752896,6.825327511,5.704890388,6.374513807,6.39181597,0.062598336,18.56824276,688.4474912,cover,dynamic,bot,scratch,F
648,257,354.5833333,324,6235.721963,4078,38295,5.671480144,5.066317627,5.422514758,5.437423219,0.015739728,10.98407626,585.6315939,6.747875354,5.962264151,6.398971172,6.423594498,0.036480851,13.57493009,691.0888866,cover,dynamic,bot,scratch,F
635,236,377.9074074,362.5,11066.40256,4274,40814,5.718045113,4.942804428,5.338584686,5.365917919,0.030335252,11.22851214,576.5671461,7.070512821,5.774378585,6.386548614,6.348634633,0.094854554,13.63035206,689.7472503,cover,dynamic,bot,scratch,F
613,213,363.2777778,331,10428.83801,4929,39234,5.806167401,4.866300366,5.317540542,5.334711408,0.046892471,15.62060111,574.2943786,7.045685279,5.844155844,6.388539374,6.334745763,0.076775225,13.69646288,689.9622524,cover,dynamic,bot,scratch,F
558,258,387.9259259,403,6559.433714,2539,41896,5.755172414,4.68442623,5.315733703,5.336693847,0.058172507,12.16412169,574.0992399,6.917582418,5.874458874,6.367786903,6.370459632,0.047876027,14.27388065,687.7209856,cover,dynamic,bot,stroke,F
516,235,356.5462963,353.5,6171.03522,2065,38507,5.879245283,4.951566952,5.402216902,5.416399154,0.029991815,11.92943909,583.4394254,6.714285714,5.705167173,6.309069223,6.3340311,0.042396096,13.61017994,681.3794761,cover,dynamic,bot,stroke,F
594,247,381.5462963,396.5,7510.979145,2408,41207,5.856630824,4.903553299,5.375689602,5.368132207,0.038537771,10.79128871,580.574477,6.682656827,5.843843844,6.262098859,6.249710068,0.037914136,15.91407612,676.3066768,cover,dynamic,bot,stroke,F
621,258,395.8888889,397.5,8846.959502,2407,42756,5.728682171,4.777777778,5.358035706,5.392151252,0.039881352,10.70509603,578.6678562,6.773291925,5.911699779,6.308826028,6.309861897,0.028233206,13.52800696,681.3532111,cover,dynamic,bot,stroke,F
443,234,323.0462963,319,1734.642696,3252,34889,5.882175227,5.043771044,5.471240009,5.469909834,0.021473309,14.57417632,590.893921,6.920679887,5.299270073,6.126173608,6.156513304,0.124087954,18.4556765,661.6267496,cover,dynamic,bot,tickle,F
483,235,324.1296296,318.5,2466.394254,3178,35006,5.802047782,4.798319328,5.185314253,5.167010142,0.049441954,14.1942511,560.0139393,7.466836735,5.842352941,6.604213323,6.598902821,0.147924536,18.36240778,713.2550389,cover,dynamic,bot,tickle,F
452,201,306.3796296,299.5,2990.200329,3448,33089,5.649635036,4.89261745,5.281069366,5.279056877,0.023813908,15.12967573,570.3554915,7.941504178,6.585903084,7.022628276,6.996160965,0.049727522,17.57309088,758.4438538,cover,dynamic,bot,tickle,F
439,229,300.9814815,290,2238.242645,2991,32506,5.929411765,5.021428571,5.434999045,5.440554718,0.023428794,13.75846664,586.9798968,7.411917098,6.335714286,6.938622055,6.935221031,0.054724848,19.43056433,749.371182,cover,dynamic,bot,tickle,F
805,690,744.5462963,746,737.0165282,1846,80411,5.049315068,4.708108108,4.891552757,4.890205479,0.003042925,6.197518613,528.2876978,6.895582329,6.522309711,6.727045576,6.727941176,0.00459283,7.419375098,726.5209222,cover,static,bot,constant,F
765,681,717.1759259,715.5,266.3145552,1765,77455,5.086206897,4.82168331,4.947886992,4.94588964,0.003080544,6.275343266,534.3717951,6.881258941,6.54460719,6.737827549,6.738233044,0.0046827,6.647693978,727.6853753,cover,static,bot,constant,F
779,676,721.0555556,721,399.3613707,1693,77874,5.134897361,4.787837838,4.93361198,4.935256753,0.003158107,6.216539874,532.8300938,6.926997245,6.575362319,6.769549811,6.770661314,0.003766476,6.189916982,731.1113796,cover,static,bot,constant,F
782,684,737.712963,737.5,516.3187089,1954,79673,5.104166667,4.806451613,4.941476478,4.944468331,0.003889498,7.409658791,533.6794597,6.944365193,6.595460614,6.78073526,6.778864465,0.004515687,7.838375746,732.3194081,cover,static,bot,constant,F
261,213,236.3888889,235,92.37071651,1049,25530,6.092511013,5.46460177,5.701194351,5.690834697,0.016471265,12.98309394,615.7289899,7.39380531,6.580645161,6.969587039,6.969486295,0.026650018,18.18367147,752.7154002,cover,static,bot,notouch,F
263,212,235.7777778,236,119.9688474,1205,25464,6.045248869,5.373015873,5.68919972,5.686803217,0.020566288,13.70153074,614.4335698,7.325892857,6.56,6.976584424,6.989711934,0.023512275,16.84304263,753.4711178,cover,static,bot,notouch,F
267,205,235.6481481,234,118.7909311,1276,25450,6.034146341,5.376,5.694860493,5.704192819,0.01707542,12.67720961,615.0449333,7.328828829,6.618473896,6.974071573,6.968139199,0.025056439,19.99115928,753.1997299,cover,static,bot,notouch,F
274,209,235.7037037,234,166.958117,1430,25456,6.111553785,5.370689655,5.706564382,5.706909389,0.021038972,14.15271559,616.3089533,7.317757009,6.572580645,6.962747372,6.952260536,0.031152189,18.32392449,751.9767161,cover,static,bot,notouch,F
633,206,288.0185185,245.5,9181.83143,5203,31106,5.749019608,4.965244866,5.404666524,5.399140047,0.025101745,15.27945003,583.7039846,7.429256595,6.451882845,6.873694113,6.866215438,0.039879521,19.56424452,742.3589642,cover,static,bot,pat,F
554,200,274.4814815,241.5,7180.158532,4617,29644,5.740740741,4.820075758,5.4117587,5.410269056,0.033177758,18.74310014,584.4699396,7.279783394,6.351020408,6.857340755,6.852882342,0.040517091,19.65748196,740.5928015,cover,static,bot,pat,F
