"V2","V3","V4","V5","V6","V7","V8","V9"
19,6,0,1,1,2,11,2
12,3,1,3,2,3,7,0
16,3,1,1,0,2,5,0
5,2,2,2,1,1,7,3
10,6,3,5,3,3,10,3
12,6,3,3,4,2,8,2
17,5,2,2,1,0,10,3
18,5,1,4,2,2,13,0
18,6,3,1,3,2,9,2
13,3,3,3,3,2,7,1
18,5,2,1,1,0,9,2
5,4,1,1,4,4,12,9
9,5,1,5,11,6,19,13
12,5,0,4,6,5,15,11
18,3,0,4,10,6,48,17
18,6,0,2,13,5,56,16
21,2,0,2,10,5,26,13
13,4,0,5,9,4,16,10
18,4,0,0,11,7,19,10
9,5,1,4,14,11,19,8
10,8,2,2,26,13,26,7
11,5,4,2,18,11,13,8
12,6,0,4,70,14,39,9
12,8,1,2,68,15,41,9
15,7,0,4,33,12,22,8
11,7,2,6,19,7,13,8
14,7,1,4,15,9,15,6
10,5,3,0,9,5,9,3
12,6,5,2,16,7,16,5
10,6,3,1,12,6,11,5
11,5,2,0,29,9,20,3
15,4,5,2,30,9,18,2
15,6,2,3,21,7,14,5
10,6,3,5,14,6,12,5
16,5,3,3,11,7,12,3
10,4,2,8,14,6,15,6
11,3,3,6,18,9,21,4
10,4,1,4,14,9,14,6
12,3,1,8,43,6,24,4
14,1,2,5,41,10,33,2
16,4,3,4,24,8,24,3
15,4,2,6,19,6,15,4
12,2,4,8,16,7,12,2
8,6,3,6,11,12,18,4
12,6,0,10,16,12,23,3
10,7,1,7,14,12,16,5
11,5,1,6,36,13,29,2
16,5,0,5,35,15,37,2
16,5,1,6,24,14,21,1
10,4,1,7,18,9,18,2
16,5,2,5,14,11,16,1
10,6,3,5,12,12,16,5
10,8,1,8,17,8,24,6
7,7,2,7,12,8,18,5
13,6,1,6,35,15,34,5
11,7,0,4,37,14,35,7
13,5,0,7,20,13,23,3
11,6,2,9,16,10,17,5
13,4,3,4,16,13,16,6
12,3,4,7,14,14,16,4
14,4,3,5,18,12,21,6
12,4,3,4,13,6,13,3
17,3,4,6,32,14,22,2
16,3,1,2,35,11,29,2
18,4,1,8,21,12,18,2
14,2,3,6,15,7,14,3
15,4,2,5,16,8,14,2
11,8,0,7,11,5,13,3
15,8,2,7,16,2,18,4
13,4,2,4,9,6,13,5
18,7,0,5,24,4,15,1
20,3,1,3,30,1,16,0
19,4,1,5,19,1,16,0
16,4,3,4,11,4,9,3
18,2,2,4,13,2,10,0
12,6,1,2,9,3,15,4
13,7,1,2,15,4,18,5
14,6,2,3,13,5,11,2
18,4,2,2,16,0,19,2
20,6,0,0,15,4,18,3
19,4,1,4,15,5,14,1
14,4,1,3,12,3,11,4
17,4,0,0,8,2,12,0
10,5,2,4,12,8,14,4
12,4,1,5,11,3,20,6
11,4,3,3,10,6,13,6
16,5,1,3,20,6,12,7
17,3,0,2,19,5,16,3
17,5,0,3,14,4,13,2
13,6,1,4,9,8,9,6
15,5,0,2,11,4,12,6
12,6,3,3,9,7,16,3
17,5,4,3,9,7,18,6
13,3,5,0,10,4,12,5
20,4,1,0,16,4,14,3
22,1,0,2,14,4,14,3
20,3,2,2,11,5,11,4
16,6,1,4,8,6,10,7
19,2,0,3,11,4,10,4
11,7,0,2,6,2,14,6
17,7,2,4,7,1,15,7
11,5,3,5,4,1,10,7
17,9,1,0,5,2,12,7
19,3,0,0,8,0,13,8
20,3,1,4,5,3,11,7
12,6,3,3,5,2,9,8
19,3,3,0,7,1,9,8
12,6,2,3,3,2,13,7
15,8,5,4,1,5,15,8
13,4,2,3,5,2,10,7
18,6,0,2,0,0,11,5
17,3,0,1,1,2,9,9
18,4,2,1,5,1,9,8
14,8,3,4,5,2,8,7
18,3,1,3,3,4,8,5
14,4,2,5,4,3,15,6
14,5,5,4,3,2,17,6
12,5,2,5,3,6,10,6
21,4,0,4,2,2,13,5
18,3,0,3,3,2,14,8
18,4,2,4,0,3,8,6
11,6,2,3,2,4,7,6
17,4,1,1,3,2,10,6
12,4,3,7,2,2,13,3
15,4,2,5,2,3,16,4
13,2,3,3,4,0,10,5
19,4,2,5,2,0,13,3
20,2,3,4,0,0,13,6
17,3,3,4,2,0,9,6
13,6,2,3,4,1,9,5
20,3,2,4,1,1,9,4
8,5,3,5,2,3,12,4
13,8,2,6,4,3,16,2
10,4,2,4,3,6,10,3
15,4,1,7,0,1,10,2
19,7,2,6,2,1,13,1
18,4,3,5,2,2,9,2
11,3,1,4,2,2,6,2
16,2,0,6,3,0,8,0
10,3,3,4,1,2,10,0
13,7,3,6,3,1,9,2
12,5,2,3,4,1,12,4
15,6,1,5,0,2,10,1
17,5,1,7,0,5,8,2
17,4,1,5,3,0,8,1
11,7,1,3,0,4,8,1
18,4,1,6,2,6,7,2
7,5,5,4,2,0,9,1
12,9,4,3,3,3,10,3
