"V2","V3","V4","V5","V6","V7","V8","V9"
10,5,0,53,350,95,78,13
15,5,6,53,350,98,76,13
8,8,3,23,43,29,39,18
10,6,0,25,54,39,50,15
9,5,5,21,32,26,27,11
7,0,3,44,224,93,86,18
4,4,0,56,464,115,105,24
11,6,4,50,362,100,84,20
9,0,0,57,355,100,77,15
6,0,0,52,361,91,76,15
9,8,5,23,42,32,41,19
12,3,5,24,53,39,46,14
9,3,3,21,34,26,27,13
3,3,4,46,225,89,90,20
8,9,0,58,464,122,103,20
15,0,1,56,371,101,78,17
12,0,4,57,368,96,76,18
3,2,1,49,371,96,76,15
9,3,1,24,40,33,38,16
7,2,2,26,57,37,46,16
8,6,5,21,33,25,31,14
4,7,0,48,224,92,93,23
13,1,1,66,464,126,100,19
12,0,1,58,377,105,81,17
4,0,3,50,370,95,79,17
5,5,1,56,369,101,82,14
9,2,6,24,43,30,36,17
4,5,3,26,57,38,48,18
7,8,7,19,32,25,31,13
8,3,0,50,225,96,93,19
12,2,0,61,465,129,98,21
7,1,5,52,373,99,78,19
4,0,0,51,367,100,84,16
11,3,0,60,365,102,83,9
8,4,4,24,43,29,36,17
7,7,4,26,56,36,50,17
11,8,4,23,33,30,32,14
12,0,0,51,227,93,92,21
10,0,3,54,468,123,100,25
0,2,3,54,372,97,79,16
9,8,0,59,365,103,80,9
14,0,0,55,368,106,84,17
9,5,2,21,43,30,39,16
9,9,0,29,52,38,49,15
12,5,4,22,35,30,32,16
9,0,6,47,230,95,91,20
10,7,4,56,465,120,98,20
8,1,3,58,372,99,86,19
11,0,0,50,364,97,79,11
9,4,3,49,371,103,79,17
9,5,3,23,42,30,40,18
9,2,1,28,54,39,49,16
10,5,5,17,34,27,29,12
9,0,4,44,231,94,93,25
9,6,0,63,462,119,105,19
14,4,2,52,373,102,84,19
9,0,3,48,370,101,78,15
8,4,6,52,370,97,79,19
10,4,0,23,40,30,38,13
12,5,4,22,56,40,44,16
8,3,6,22,35,27,30,17
8,7,0,51,228,91,93,18
15,2,0,61,463,123,105,16
9,0,8,49,379,104,83,15
6,1,2,57,370,97,80,18
5,9,0,58,371,97,80,14
12,2,5,20,43,32,34,19
8,5,5,24,53,34,46,16
10,6,4,23,31,24,29,14
13,4,0,48,230,93,93,18
18,0,3,58,464,124,101,19
8,1,2,56,381,106,85,21
5,2,0,53,373,95,82,18
11,5,0,56,371,99,81,12
10,6,6,21,40,31,36,17
8,3,0,31,54,37,47,20
9,6,4,20,32,25,28,13
14,1,1,49,229,94,92,17
8,5,6,57,467,127,106,21
9,3,0,56,382,100,80,22
9,7,0,61,374,99,84,10
14,3,5,52,375,106,80,17
8,7,7,22,41,30,35,17
10,6,0,30,53,35,47,14
9,7,6,22,35,27,31,11
13,1,8,43,229,95,89,21
11,3,3,60,465,122,103,19
7,6,2,57,384,100,87,16
14,3,5,52,375,99,80,11
10,2,6,54,381,107,83,17
10,5,2,26,40,29,38,16
9,4,6,26,53,37,49,15
10,5,6,18,34,27,30,13
6,0,1,50,230,95,91,25
11,6,0,61,463,125,102,18
8,2,3,57,386,102,88,16
12,0,4,52,378,102,78,17
11,3,0,53,380,105,79,21
12,4,8,22,39,29,39,15
8,4,6,26,54,38,47,15
8,5,3,21,33,27,28,15
10,5,1,53,228,91,96,16
11,2,5,62,460,124,105,13
13,0,3,51,383,102,81,21
10,0,2,56,380,101,78,16
6,7,0,61,382,100,84,11
13,1,7,22,40,30,36,18
10,4,1,25,55,39,45,17
9,7,4,23,35,26,29,12
10,4,1,50,226,91,94,15
15,0,7,58,459,127,100,21
13,6,0,52,388,106,79,19
7,4,0,55,382,95,80,12
13,0,6,62,384,102,83,13
11,3,7,21,40,31,34,19
11,6,0,27,53,35,48,13
8,5,5,22,34,25,29,13
10,0,6,49,228,98,94,22
15,0,4,54,461,125,100,25
5,13,2,56,391,102,82,14
8,0,0,58,384,99,82,16
16,0,1,61,381,105,79,20
10,6,3,21,40,27,35,14
9,4,0,31,54,36,46,10
10,3,4,22,32,25,29,13
14,5,9,50,226,98,88,18
11,10,0,58,462,124,102,12
9,3,0,57,393,100,86,14
13,0,9,62,384,103,79,20
13,1,3,57,388,108,76,15
7,5,2,23,41,26,39,13
10,0,6,29,53,35,46,16
10,4,7,20,33,29,28,14
7,5,0,47,228,93,91,14
8,7,0,63,462,122,106,12
14,0,4,59,390,99,81,23
11,4,10,57,387,100,78,16
6,7,3,55,392,100,80,12
10,2,9,25,39,31,38,17
12,1,4,26,53,41,42,16
7,9,4,19,33,27,29,9
9,2,0,48,227,92,93,16
16,1,0,64,461,124,104,21
11,2,11,60,394,106,76,21
7,0,2,52,388,104,85,13
