"V2","V3","V4","V5","V6","V7","V8","V9"
3,12,24,24,23,21,22,20
3,5,9,9,10,8,8,8
0,2,2,2,2,2,1,1
3,14,74,75,69,62,54,49
1,10,115,109,96,76,61,53
5,11,34,33,29,21,19,15
4,12,38,39,36,27,23,18
5,8,17,16,15,13,8,8
5,13,21,25,23,22,20,18
4,5,9,9,7,8,6,6
0,0,2,2,1,2,1,2
3,13,74,74,71,62,55,49
1,13,113,110,97,77,61,53
6,11,34,33,30,24,18,16
5,9,41,40,36,27,21,18
4,8,18,18,18,11,11,11
5,12,22,24,23,23,19,18
2,4,9,9,9,8,6,7
0,1,2,0,3,0,1,1
3,13,74,74,70,62,55,49
3,11,113,110,97,77,62,53
5,11,35,32,31,22,17,16
2,7,39,40,36,27,23,20
4,8,18,17,15,11,10,9
8,11,23,24,22,22,19,17
2,5,9,8,11,7,8,8
0,4,3,2,1,3,4,2
3,14,74,77,70,64,55,49
5,12,115,110,97,77,60,52
6,10,34,32,30,23,19,16
3,10,39,39,36,26,23,19
4,9,17,17,15,12,10,8
2,12,23,23,25,20,20,19
3,6,9,9,9,9,8,6
0,3,0,2,0,2,2,0
4,12,75,75,70,63,54,51
3,12,114,109,98,76,61,53
4,11,34,33,29,22,19,15
3,9,39,41,36,28,23,19
7,7,16,17,16,13,10,8
3,13,24,24,23,19,19,18
1,5,8,11,8,10,7,7
2,2,1,2,1,1,1,0
5,13,75,74,71,62,54,51
0,13,113,109,97,77,62,53
5,12,34,33,30,23,19,14
3,9,39,39,37,28,23,19
2,5,17,16,16,11,9,10
5,12,24,24,23,21,20,17
3,5,9,10,10,9,7,7
0,4,4,1,2,0,1,1
3,12,74,74,70,62,56,50
2,13,114,111,96,76,62,52
7,11,35,31,32,23,19,15
2,8,39,39,37,27,22,20
4,9,16,18,14,11,10,8
4,12,24,23,23,20,20,19
0,4,10,9,10,8,6,8
0,2,0,2,0,1,2,0
4,13,75,74,69,62,57,49
1,12,115,108,98,77,62,51
6,11,34,34,31,23,18,15
4,10,39,41,37,27,23,21
4,7,18,16,16,11,10,8
4,11,24,24,23,21,20,20
3,6,10,10,11,8,8,7
0,2,1,2,2,1,1,1
3,13,73,75,69,63,54,49
4,10,115,111,97,77,63,54
4,10,34,33,29,22,20,16
2,9,41,39,36,28,23,19
5,8,15,17,16,12,9,9
4,14,24,23,23,21,20,18
2,5,11,10,11,9,8,7
0,2,1,1,2,0,1,3
4,11,74,74,70,62,56,50
2,12,114,107,97,77,61,52
6,10,34,32,31,22,18,15
3,9,40,41,38,27,24,20
2,8,17,16,16,12,12,8
5,12,24,24,23,21,20,19
2,5,10,12,9,9,8,6
0,2,2,2,1,3,1,0
3,13,74,74,70,63,55,50
3,11,115,108,97,77,62,53
4,9,33,33,30,22,19,15
2,8,39,40,38,27,22,17
5,6,15,17,15,12,9,10
4,12,24,24,25,20,19,18
4,5,11,10,11,9,9,8
0,2,1,2,1,1,0,1
4,13,75,74,71,63,55,49
3,11,115,109,97,76,62,53
5,12,35,33,30,22,19,16
3,10,40,38,37,28,24,18
4,8,17,16,16,12,9,8
2,12,22,23,22,22,20,18
3,5,10,11,9,9,7,7
1,1,0,3,3,2,2,1
4,13,73,74,70,62,55,51
2,11,115,110,97,76,64,51
7,9,34,33,31,23,18,17
7,9,39,39,38,26,22,20
3,8,18,17,17,12,12,7
4,13,23,25,23,21,19,19
1,5,10,10,10,8,10,7
0,1,2,0,1,3,1,2
3,14,74,76,70,62,56,50
1,12,114,111,97,78,62,52
6,10,35,34,30,25,20,16
4,10,38,41,38,28,23,20
2,8,17,18,16,11,9,8
3,13,24,23,23,22,20,17
2,5,9,10,11,9,8,8
1,2,3,1,1,1,1,1
2,14,75,74,70,62,56,50
2,12,115,110,97,78,63,53
6,10,34,34,31,23,20,16
2,10,42,42,37,27,25,20
3,7,17,17,16,12,11,9
5,14,23,25,23,21,20,18
2,6,10,10,10,9,10,6
1,2,3,1,2,2,1,2
4,14,72,75,70,62,55,50
