"V2","V3","V4","V5","V6","V7","V8","V9"
2,2,4,3,0,1,3,2
2,1,2,1,1,2,0,1
0,2,0,0,0,0,3,0
1,2,1,1,2,0,4,1
2,2,2,2,2,2,3,3
2,4,1,1,3,1,4,0
2,2,1,1,1,1,1,0
3,0,2,1,1,2,2,3
1,3,3,0,2,4,3,1
0,2,1,1,1,0,3,0
1,1,0,1,1,0,1,0
3,3,2,2,1,2,1,2
1,4,1,2,2,2,4,1
4,2,0,1,0,3,0,2
1,1,4,1,0,1,3,2
0,3,3,1,1,2,6,0
3,4,1,3,1,1,3,1
2,1,0,4,0,3,0,1
0,1,1,1,1,0,2,1
0,4,1,0,2,2,3,1
3,2,2,1,0,2,3,3
0,1,3,1,1,1,3,3
1,7,0,0,2,0,3,1
1,2,1,1,2,1,2,0
2,1,2,4,2,2,2,3
1,1,2,1,2,0,3,1
0,3,0,0,1,0,1,0
3,4,1,3,2,2,3,0
2,4,5,5,2,1,4,2
1,3,1,1,3,0,4,1
1,2,0,0,1,1,1,0
2,3,2,4,1,2,4,2
0,2,3,2,2,0,4,2
0,2,0,0,1,1,2,0
2,1,0,1,0,2,2,0
0,0,1,1,1,2,2,2
2,4,1,1,3,1,6,1
1,1,0,1,0,3,1,1
0,1,2,1,0,0,1,1
0,3,1,0,0,0,4,0
3,4,2,3,1,1,3,1
3,1,0,2,0,1,1,1
0,0,0,1,0,0,2,1
0,4,2,1,2,2,4,2
3,2,2,1,1,4,4,2
2,1,2,0,2,0,2,2
0,3,1,0,1,0,3,0
1,3,0,1,1,2,3,1
3,4,1,2,0,1,1,1
0,0,2,0,1,0,3,1
0,2,1,0,1,0,2,0
2,4,1,1,1,3,4,0
3,4,0,3,2,1,3,2
1,1,1,1,0,1,3,1
0,2,2,2,2,0,3,1
2,3,0,2,1,2,5,1
0,2,0,3,2,1,3,0
2,1,2,2,1,0,0,0
1,2,0,1,3,0,3,2
3,3,0,1,1,1,5,2
0,1,2,2,2,0,4,3
0,2,3,1,1,0,3,2
0,3,0,1,0,3,2,0
3,3,0,2,1,1,2,0
1,2,3,1,3,1,2,2
0,1,0,0,2,0,1,2
1,2,0,0,0,1,2,0
2,3,2,3,2,2,5,2
3,6,4,1,1,3,6,3
2,3,1,3,0,3,3,1
2,0,1,1,0,0,0,1
1,3,3,3,2,0,2,2
0,4,2,3,2,0,6,2
1,2,0,1,0,0,3,0
1,2,0,0,2,2,3,1
2,3,3,1,2,0,3,2
3,4,1,3,1,3,4,3
2,3,2,1,2,0,1,0
0,1,2,2,1,0,3,1
2,3,0,2,0,4,5,1
3,3,1,2,1,3,5,0
0,0,1,0,2,2,1,0
0,2,0,1,1,0,1,1
2,4,1,0,1,3,4,0
3,1,13,13,11,18,17,4
0,1,5,8,7,14,15,3
1,0,5,4,0,5,4,1
2,0,13,18,14,36,31,2
2,1,12,13,11,23,19,4
0,2,3,2,1,3,3,1
0,0,4,6,4,7,8,3
4,0,5,5,5,7,5,1
2,3,17,23,21,21,21,5
4,2,13,19,18,17,17,5
2,1,4,3,4,3,2,0
0,0,35,59,69,53,47,8
0,2,20,34,38,29,25,5
3,1,0,2,2,2,0,0
1,0,6,8,10,6,7,4
2,1,5,7,8,4,4,3
5,3,14,19,17,19,19,5
2,3,12,16,15,13,13,5
0,0,2,3,3,3,4,1
2,4,26,56,40,33,35,4
2,0,17,40,26,21,20,6
1,0,0,2,3,1,2,2
1,2,5,9,6,5,6,4
2,0,3,7,6,4,6,2
3,2,16,18,18,14,16,6
2,4,11,15,14,11,15,4
0,1,3,7,5,5,4,0
2,0,25,47,35,26,29,5
1,0,18,30,21,14,18,6
1,1,1,4,1,1,1,2
3,3,5,8,6,4,6,3
2,2,5,7,7,5,5,4
4,5,14,19,16,15,16,4
5,2,11,16,13,13,14,5
0,0,5,6,6,4,3,2
0,1,26,45,37,26,31,5
0,3,15,35,25,15,20,3
0,0,0,3,3,1,3,0
3,2,5,6,6,5,4,5
2,2,3,7,7,5,5,2
4,2,15,17,19,16,16,6
4,3,13,17,15,13,12,5
2,2,2,6,2,3,3,1
0,1,24,45,34,25,30,4
2,0,18,31,22,16,18,6
0,1,0,2,5,1,3,1
0,3,5,7,7,4,6,2
1,1,5,5,6,4,5,2
0,3,13,16,15,13,15,7
4,3,11,13,11,10,12,7
1,1,4,5,4,3,2,1
0,0,18,26,21,19,22,7
1,2,13,22,17,13,17,5
0,1,2,2,1,0,1,0
2,2,6,6,6,7,6,5
0,1,4,6,4,4,6,4
4,4,14,11,11,12,11,5
3,4,12,12,12,11,10,5
0,0,3,4,5,3,3,2
0,2,14,18,14,12,14,3
1,2,12,14,11,11,12,3
0,0,0,1,1,1,1,1
1,2,5,5,6,3,4,3
0,4,4,5,5,4,5,0
2,1,10,10,10,9,8,4
2,3,6,8,9,5,6,3
0,2,4,5,5,2,4,1
1,0,11,17,7,8,7,3
0,0,9,11,7,8,8,5
0,2,0,2,1,0,0,1
0,1,4,6,4,3,5,1
1,1,5,6,4,4,4,3
1,2,7,7,7,8,9,6
3,2,5,7,6,6,8,3
1,0,2,3,2,3,4,1
0,0,7,7,5,10,7,4
2,4,6,5,5,9,8,4
1,0,2,2,1,0,1,0
2,1,3,5,5,6,5,2
2,1,4,3,2,5,5,4
1,5,8,11,7,9,11,3
1,2,7,6,4,7,6,3
1,2,5,1,1,5,3,2
0,4,6,11,3,9,9,2
1,3,8,12,5,8,9,2
1,2,1,2,1,2,2,3
1,2,4,4,2,4,3,1
0,3,5,4,5,6,6,1
2,3,6,5,2,5,5,4
1,4,2,4,4,4,3,1
0,0,0,2,0,1,3,1
1,2,5,6,1,4,5,2
2,2,3,4,2,6,4,4
0,2,0,1,1,3,2,1
0,1,1,1,1,0,3,0
2,1,3,4,2,4,3,2
1,5,0,4,4,4,6,1
3,2,2,2,1,1,4,2
1,1,3,1,1,2,3,1
1,2,1,5,2,5,3,1
0,5,0,4,3,3,6,0
1,1,1,1,1,2,3,4
1,0,0,1,1,3,1,1
1,5,2,2,2,2,4,1
2,1,0,3,2,2,5,4
1,1,2,2,0,1,1,2
0,3,1,1,4,2,2,1
0,4,0,5,1,2,5,1
3,2,2,3,0,2,4,2
2,3,2,1,1,2,0,2
0,1,0,1,1,0,2,0
1,4,0,3,1,1,5,2
3,4,2,4,1,2,4,1
0,2,0,0,1,1,2,2
1,2,0,2,0,2,4,0
3,3,3,5,3,0,3,3
1,3,1,3,1,3,7,1
0,3,1,2,1,0,3,0
0,0,0,1,0,0,0,0
2,3,1,4,1,3,5,2
1,5,0,3,2,5,4,2
1,2,0,3,0,0,1,0
0,2,3,3,0,2,2,2
1,5,2,2,2,2,3,0
3,5,3,2,2,2,3,1
0,1,1,3,1,2,2,2
0,1,0,0,0,1,0,0
1,3,0,1,3,1,4,1
1,4,2,2,4,1,7,1
2,0,1,2,3,2,4,2
0,2,3,1,0,2,3,2
2,3,0,1,3,1,7,1
2,1,0,1,3,1,3,1
2,1,3,2,0,2,2,1
0,0,0,0,0,0,2,0
3,3,2,2,3,2,3,1
0,3,2,1,1,2,2,4
1,5,0,3,2,0,1,0
2,2,0,3,1,0,2,0
1,3,1,5,1,1,3,1
1,5,2,4,2,1,5,3
1,2,0,2,3,0,2,2
0,0,0,1,0,0,0,0
1,3,2,3,1,2,4,2
2,4,2,2,1,2,4,2
1,1,0,0,0,0,3,2
1,2,1,3,1,0,1,0
0,2,1,4,1,2,3,2
0,6,1,2,0,2,4,4
2,3,0,2,1,2,4,1
0,0,0,1,1,0,0,0
0,3,2,5,2,2,3,0
2,4,2,3,3,2,3,2
1,2,2,3,0,0,0,1
0,2,0,0,0,1,3,2
1,2,1,3,1,1,3,1
1,1,1,6,0,1,3,0
1,0,2,2,1,1,1,2
2,2,0,0,1,0,1,1
3,3,1,4,1,2,4,2
2,4,3,4,2,2,4,3
2,2,1,1,3,2,3,1
1,1,0,1,0,2,1,0
1,1,2,5,1,1,3,1
0,3,2,3,1,1,5,3
1,3,0,1,0,1,1,1
0,0,0,0,0,0,0,0
0,4,3,5,3,1,4,2
1,3,3,3,2,2,4,2
0,2,0,2,2,2,0,0
1,1,1,3,0,0,1,1
0,3,2,5,1,0,6,2
0,2,1,2,2,3,3,1
2,2,1,3,1,2,2,2
0,0,1,1,0,1,0,0
2,3,3,3,2,3,3,1
4,3,3,2,1,4,2,1
2,2,2,1,1,2,2,3
3,3,0,3,3,0,2,0
2,3,4,3,1,2,2,1
0,2,2,2,1,1,1,2
3,1,1,0,2,0,1,1
0,0,0,0,1,1,2,0
2,2,3,3,1,4,4,3
2,3,2,4,1,2,4,3
0,0,2,1,3,0,2,1
0,2,1,2,0,2,3,0
2,3,0,6,1,2,3,3
4,2,3,5,2,1,3,2
1,2,1,1,1,2,2,0
0,0,1,0,0,2,0,0
1,5,1,5,0,2,1,1
1,3,2,3,3,1,3,1
1,2,1,3,0,4,1,1
4,2,0,3,1,0,0,1
2,1,2,4,3,1,4,1
0,4,1,5,2,3,6,2
1,2,0,3,1,0,2,0
0,0,0,1,1,0,0,0
3,3,3,4,2,0,2,3
3,5,0,4,2,3,3,3
2,1,2,3,2,0,1,1
0,1,0,1,1,0,4,0
1,3,1,4,0,3,4,1
1,1,2,6,2,2,1,1
1,0,1,1,4,1,2,1
1,2,1,0,0,0,1,0
1,5,2,5,2,1,3,0
3,3,3,2,3,0,5,2
0,1,1,1,0,2,4,0
0,3,0,4,1,3,1,0
4,2,1,6,3,0,1,3
3,1,4,4,2,2,3,2
1,2,1,3,0,1,3,1
0,1,0,0,1,1,1,0
1,2,2,2,2,2,3,2
0,3,3,3,1,4,4,0
1,1,1,4,1,1,1,1
1,2,2,0,3,0,2,0
0,1,1,6,1,0,4,0
2,4,0,6,0,1,4,0
1,2,2,2,2,3,1,3
0,0,2,1,3,0,0,0
1,3,1,5,1,1,6,2
4,5,3,2,4,1,7,3
3,2,2,0,3,0,3,0
0,1,2,1,1,1,4,0
0,4,3,4,0,2,10,0
3,2,0,3,3,4,8,1
1,2,2,1,2,0,1,1
0,0,1,1,0,0,3,0
3,4,2,4,2,5,4,1
2,3,15,21,7,19,20,3
3,2,8,14,6,13,14,4
0,0,2,1,1,2,3,0
0,0,21,42,10,38,43,4
1,2,20,37,7,32,36,3
1,3,3,6,3,5,2,1
0,2,3,4,4,5,2,0
2,2,5,8,4,5,5,4
1,3,19,20,13,19,20,9
3,2,12,14,8,10,11,7
1,0,3,4,1,2,3,0
1,3,40,56,18,45,47,14
0,1,32,52,15,35,37,10
1,0,3,1,1,1,1,0
1,0,1,4,1,3,5,3
1,4,5,8,4,6,6,3
2,1,20,23,10,15,19,8
0,5,11,15,7,11,12,5
1,0,1,0,0,3,1,0
1,1,38,55,13,29,36,11
1,0,34,57,11,21,30,8
0,0,0,2,0,0,1,0
3,4,5,6,1,3,3,2
2,1,8,6,4,5,5,4
1,2,18,22,8,16,18,7
3,1,12,11,5,8,10,5
1,1,3,4,2,0,3,1
0,0,35,46,10,24,30,7
1,2,35,47,6,19,25,5
0,0,2,1,0,0,0,0
3,0,2,3,3,3,3,3
2,2,5,7,4,4,5,4
3,2,17,18,9,16,18,6
4,2,11,12,6,8,11,4
1,1,2,3,1,3,4,0
0,3,30,39,8,20,28,5
2,0,32,36,9,20,25,7
0,0,1,2,0,0,0,0
1,4,4,6,2,2,4,2
2,3,7,7,3,4,6,3
1,2,18,22,11,18,20,7
3,3,9,14,5,9,11,5
0,0,3,1,0,1,1,0
0,1,32,37,11,25,33,8
2,2,31,35,9,24,30,8
0,0,2,2,0,1,1,0
1,3,7,5,2,5,4,3
2,1,7,5,3,6,5,4
1,3,17,21,7,16,19,8
1,2,12,11,5,11,11,6
1,0,2,2,2,2,3,1
1,1,27,33,8,21,25,7
0,2,30,32,6,20,24,5
0,0,2,0,0,1,1,0
4,3,4,5,3,4,4,3
1,3,6,7,5,6,5,2
4,0,18,20,9,15,15,11
3,3,9,11,5,7,8,5
0,0,3,5,0,2,3,1
2,0,25,21,5,16,17,7
1,1,23,22,8,15,17,5
0,0,0,1,0,1,1,0
3,3,7,7,3,5,4,3
3,0,6,5,2,5,3,6
0,5,18,19,7,17,18,11
2,2,11,9,5,8,9,7
1,0,2,4,1,1,3,0
1,1,21,22,5,16,20,9
0,0,20,20,3,16,18,8
0,0,1,0,0,0,1,0
4,2,4,6,5,4,5,2
1,3,8,6,3,5,7,4
3,4,20,20,7,16,19,7
2,7,10,12,4,8,11,4
1,0,3,5,0,2,4,1
2,1,19,24,5,18,18,8
3,4,18,19,3,15,15,7
0,0,0,1,0,2,1,0
1,0,2,3,2,2,3,3
4,2,6,5,3,4,4,7
1,4,12,15,4,11,15,9
3,1,6,8,3,6,6,8
1,1,2,2,1,0,2,1
1,3,10,11,1,11,12,8
0,4,8,10,2,10,12,6
0,0,0,1,0,0,1,1
1,2,3,4,1,2,3,4
0,5,5,4,2,4,5,3
2,2,16,15,0,10,10,5
2,4,8,7,2,5,5,2
1,3,2,3,3,2,3,0
1,4,12,13,0,7,10,1
3,3,13,11,3,6,8,4
0,0,1,0,0,2,2,3
0,4,2,4,1,1,3,0
1,4,5,6,2,5,5,1
0,6,6,7,3,5,8,0
1,4,2,6,3,2,4,1
2,0,2,3,0,2,1,2
2,3,8,6,1,5,5,1
1,3,6,5,2,4,8,2
1,1,0,1,0,0,0,0
3,0,2,3,0,3,0,0
0,1,5,6,1,4,5,3
3,3,1,3,3,2,3,3
1,0,3,1,0,2,1,2
0,3,0,0,0,1,2,0
0,4,0,4,1,0,4,0
4,3,1,1,0,1,1,1
1,0,2,0,0,0,0,0
0,1,0,0,1,0,3,2
3,4,1,1,1,1,3,1
3,2,3,1,2,5,3,3
0,3,3,0,0,1,2,0
0,1,0,3,1,0,3,0
3,0,0,4,0,2,0,1
1,2,2,1,0,1,3,2
0,1,0,0,2,0,3,1
0,3,0,3,0,0,3,0
3,3,2,3,0,3,4,1
1,5,3,2,3,0,6,1
1,1,0,1,2,2,1,2
2,1,0,2,0,3,0,0
0,3,3,2,1,1,4,2
1,4,1,1,2,1,4,2
2,1,0,1,0,1,0,0
1,0,1,0,0,1,1,2
2,5,2,3,3,0,3,3
3,3,1,3,2,4,3,2
3,2,2,1,1,2,0,2
0,1,2,0,2,0,4,1
1,5,0,2,3,1,4,0
2,3,1,3,2,5,3,1
1,0,1,0,0,1,1,1
0,2,1,1,3,0,1,1
1,5,1,1,2,3,4,1
2,3,3,3,2,3,3,4
0,1,1,0,3,1,5,2
1,1,0,0,0,1,1,0
2,1,2,3,0,2,1,0
0,1,2,0,0,0,4,3
0,2,0,1,1,0,0,0
2,2,0,1,0,2,2,0
2,1,1,2,1,1,4,1
2,4,1,1,4,2,5,3
1,2,1,3,2,4,1,1
0,0,1,2,0,1,1,1
0,1,2,1,2,0,4,3
1,6,2,0,3,1,4,0
1,0,0,1,0,1,1,1
2,1,0,1,0,0,0,0
2,2,4,1,4,2,4,3
4,4,1,2,2,2,1,1
1,1,0,2,0,1,1,2
0,0,2,0,2,0,3,0
2,4,1,1,2,0,4,0
3,4,0,3,0,4,3,3
2,0,2,0,1,1,1,1
0,3,0,0,2,1,1,1
1,3,1,1,0,2,5,1
1,3,1,3,3,1,3,3
0,2,0,0,3,0,3,1
3,2,1,1,0,1,0,0
1,1,0,3,2,1,3,2
0,3,1,1,3,0,3,1
0,2,0,2,1,2,2,0
0,1,0,1,0,3,3,1
3,3,1,3,1,3,2,1
2,5,2,3,3,1,4,1
1,1,1,3,0,3,3,1
1,1,0,1,1,1,1,0
0,4,3,1,4,0,3,2
0,4,1,3,2,2,5,3
1,1,1,1,0,2,2,0
2,1,1,1,1,0,2,1
1,1,1,2,2,2,4,5
2,3,2,3,3,3,4,1
0,2,1,2,3,1,2,2
1,1,1,1,0,0,1,1
2,2,1,2,0,1,3,0
2,2,1,3,1,2,4,0
1,2,1,0,1,0,0,0
0,2,0,2,0,1,3,1
1,3,0,5,0,3,4,1
1,4,2,1,4,2,5,2
0,3,1,3,0,0,2,2
0,0,0,1,1,2,1,2
2,2,1,1,0,0,0,0
1,4,3,1,1,1,4,1
0,1,2,1,0,0,2,2
1,2,1,1,0,1,2,0
2,3,3,3,3,3,4,1
1,4,2,2,3,1,4,1
1,1,1,2,2,3,2,2
0,0,0,2,0,1,0,1
0,2,2,2,4,0,3,2
1,2,1,3,1,2,5,3
0,1,0,0,0,0,0,0
1,1,1,0,2,2,2,1
1,3,3,1,1,0,4,4
3,1,1,2,1,2,4,2
1,2,1,0,1,0,2,0
0,1,3,2,2,1,1,2
3,3,0,3,0,2,4,0
2,4,3,2,0,3,2,1
1,0,1,1,3,1,0,1
0,1,2,2,0,0,2,1
1,4,2,4,1,1,6,1
1,3,3,2,3,1,5,2
0,0,1,1,1,1,2,1
2,2,0,0,0,0,1,0
1,2,2,1,1,3,3,1
2,2,1,2,5,1,2,3
3,1,0,2,0,0,1,0
