"V2","V3","V4","V5","V6","V7","V8","V9"
13,4,7,4,7,7,16,3
17,4,1,3,7,9,19,0
19,2,0,1,11,8,23,0
20,3,2,1,8,8,17,2
17,4,3,1,4,8,14,0
21,2,3,1,8,7,15,0
13,6,3,6,8,4,15,4
11,7,1,4,5,6,8,2
15,6,3,5,11,5,11,0
21,1,3,6,15,2,12,1
22,4,3,5,13,3,9,0
22,6,3,4,13,3,7,3
20,4,1,6,16,5,9,1
22,3,4,7,14,3,12,0
12,6,6,5,8,6,11,3
9,6,2,6,8,4,9,1
13,5,1,6,8,7,10,2
21,3,3,8,6,7,9,0
21,2,1,9,9,7,12,2
19,5,0,7,10,8,10,0
18,4,0,9,8,7,7,1
21,0,0,8,8,8,8,3
13,5,1,9,3,5,12,3
12,2,4,3,3,4,5,2
15,5,3,6,4,11,11,3
19,6,0,8,4,9,13,0
25,5,0,10,3,9,13,0
25,2,0,9,3,11,8,3
19,5,5,10,3,12,9,1
20,5,3,6,3,7,16,0
13,4,2,5,2,7,12,6
8,5,2,1,4,6,10,1
15,7,3,8,2,6,12,0
23,2,0,10,1,8,11,1
26,2,2,7,0,10,11,0
21,4,1,5,3,7,11,1
18,5,0,5,4,8,7,3
25,2,2,5,2,9,7,2
11,6,3,3,2,3,12,3
11,7,3,6,4,0,8,3
17,6,1,7,2,1,10,0
22,5,0,6,0,4,10,1
26,3,5,6,1,0,11,2
25,4,3,5,3,0,11,1
17,5,1,5,3,4,7,0
22,4,0,8,2,4,7,0
12,6,1,6,5,3,13,1
12,4,0,4,1,5,6,2
14,1,1,5,1,4,8,4
18,4,4,5,1,0,14,2
19,6,0,2,1,2,13,0
20,4,0,7,0,4,8,0
17,3,3,5,1,3,9,2
15,4,1,3,3,0,10,1
11,2,4,4,0,4,11,3
8,6,3,4,2,1,9,4
10,5,2,3,4,1,11,1
16,5,0,6,1,0,10,0
19,1,2,4,0,2,11,1
15,3,2,4,1,0,8,1
12,5,2,5,2,2,10,3
15,5,0,6,0,5,9,1
9,5,3,3,4,2,13,3
8,6,0,5,4,3,7,0
14,6,2,5,1,3,6,2
15,2,3,6,1,0,11,3
16,3,0,3,1,0,13,4
15,5,0,5,0,1,10,1
14,3,2,7,1,4,7,2
14,3,2,5,2,3,8,4
11,3,2,6,3,4,10,3
8,3,4,4,1,1,7,3
11,5,3,6,3,1,10,4
17,6,0,5,2,3,11,1
18,5,0,5,0,0,9,0
17,1,3,6,2,1,8,2
12,4,2,6,4,1,9,4
13,5,2,4,1,3,9,2
8,3,4,4,3,0,12,4
7,7,4,4,4,4,10,7
11,5,2,7,1,4,11,4
14,3,3,7,0,2,7,0
13,3,0,6,3,1,9,5
11,2,2,5,1,0,10,4
10,5,0,6,1,3,10,1
14,3,2,5,0,3,9,3
7,4,2,4,2,3,14,5
10,2,0,5,1,3,8,1
13,6,2,6,4,4,10,3
10,3,3,3,4,1,11,6
13,4,0,6,0,1,14,1
13,4,0,4,0,3,10,2
14,0,3,6,3,2,7,4
13,2,1,3,3,0,7,2
12,5,3,5,1,5,10,1
9,3,3,4,4,2,7,5
11,4,2,6,2,1,12,3
12,6,0,4,1,4,13,0
14,4,0,7,0,6,11,2
15,0,0,4,3,2,9,2
11,3,4,5,2,2,8,0
13,4,1,5,1,1,9,2
10,6,2,5,2,1,12,7
9,6,1,7,1,4,12,5
12,4,1,6,2,4,11,7
14,3,0,4,4,1,10,8
11,2,1,6,1,2,14,7
13,4,0,8,0,4,10,5
15,5,1,4,3,5,7,6
12,0,1,4,3,3,8,9
9,6,2,7,1,6,15,8
13,4,2,4,5,4,8,8
12,3,6,5,4,2,12,8
11,4,1,7,0,1,16,7
15,5,0,9,0,2,17,8
15,2,2,5,4,3,17,8
11,3,4,6,3,3,12,10
14,5,0,8,0,0,13,10
11,1,5,5,4,7,15,10
9,5,2,4,3,5,11,6
12,6,2,7,3,8,19,10
11,3,0,4,0,9,25,7
15,4,0,3,1,8,29,10
13,3,3,4,2,7,23,11
10,5,2,7,0,10,16,6
15,5,0,6,1,10,15,7
9,7,4,7,3,8,15,7
8,5,3,5,0,10,9,5
15,5,3,5,4,11,10,7
12,2,1,6,4,11,14,7
11,5,2,5,0,12,14,6
