"V2","V3","V4","V5","V6","V7","V8","V9"
2,10,2,2,0,2,2,2
2,7,1,2,5,1,3,3
1,6,0,3,2,0,4,0
0,5,1,3,0,1,3,1
3,13,2,2,3,2,2,3
1,6,1,4,1,2,5,2
0,2,1,0,0,1,0,0
2,8,4,1,2,3,3,4
3,10,2,3,3,0,3,1
2,6,2,5,2,1,3,1
2,5,3,4,2,3,2,2
2,4,2,1,2,1,2,1
1,15,1,4,2,4,5,2
2,6,4,2,2,3,4,3
2,1,0,0,1,0,0,1
1,9,0,4,2,1,4,0
1,9,2,5,0,1,3,0
4,4,3,3,3,2,3,4
2,7,2,1,2,2,3,3
1,9,3,2,2,0,4,0
4,12,3,4,2,3,2,2
3,7,0,1,3,1,3,2
1,3,0,1,1,0,0,0
1,10,1,5,1,2,4,0
2,7,1,3,0,1,3,2
3,8,3,3,2,3,1,1
3,7,1,2,4,1,3,1
2,6,0,3,0,2,4,0
4,15,3,3,3,2,2,0
0,7,1,4,2,1,4,1
0,0,0,0,0,0,1,0
4,9,5,4,2,2,4,2
1,9,2,1,2,2,3,1
0,6,0,3,1,2,5,0
1,6,3,5,0,1,3,3
3,3,2,2,1,2,2,3
2,14,2,6,1,1,4,2
3,6,1,5,1,4,2,3
1,4,2,0,0,0,0,0
0,9,2,1,4,2,5,1
1,9,1,4,1,2,4,1
3,4,3,5,0,2,3,3
1,6,3,2,2,2,2,1
2,8,1,3,4,2,4,0
2,13,3,2,1,2,4,1
2,7,2,0,2,0,2,1
0,5,0,1,2,0,0,0
4,10,2,4,1,1,3,2
2,9,3,3,0,1,4,2
1,7,2,3,3,2,2,3
1,5,1,3,1,1,4,0
4,6,1,2,1,0,1,0
3,13,3,2,3,1,4,0
2,7,0,2,3,0,3,1
0,1,0,0,0,0,0,0
3,8,4,6,1,1,2,2
0,11,3,2,2,1,4,2
1,6,0,2,2,2,4,1
5,7,0,3,3,1,3,0
2,4,1,3,1,1,2,4
2,13,2,4,3,3,4,2
3,5,1,3,0,3,3,1
0,4,1,0,0,1,0,0
0,10,2,2,2,1,6,2
2,8,1,2,1,1,3,1
3,6,2,5,2,4,4,2
1,6,4,4,2,3,5,2
0,8,2,3,0,2,3,0
4,13,12,4,17,16,17,6
1,7,6,1,7,8,7,3
0,1,0,0,2,0,1,0
2,12,17,6,47,50,42,6
