"V1","V2","V3"
"framesum","col","row"
"2563","4.88255950058525","4.4252828716348"
"639","4.97809076682316","6.61345852895149"
"637","4.95918367346939","6.4756671899529"
"720","5.01944444444444","6.59027777777778"
"676","4.8594674556213","6.60355029585799"
"749","4.86381842456609","6.61815754339119"
"734","4.91008174386921","6.53133514986376"
"723","4.85338865836791","6.47441217150761"
"768","4.77083333333333","6.23307291666667"
"747","4.87817938420348","6.23293172690763"
"748","4.7620320855615","6.38770053475936"
"744","4.83333333333333","6.31720430107527"
"677","4.80502215657312","6.4135893648449"
"626","4.92811501597444","6.29712460063898"
"612","4.94281045751634","6.33006535947712"
"553","4.9873417721519","6.36889692585895"
"561","4.83778966131907","6.19251336898396"
"517","4.94390715667311","6.43713733075435"
"556","4.91187050359712","6.29136690647482"
"558","5.10931899641577","6.33870967741935"
"576","5.00347222222222","5.96701388888889"
"580","4.9551724137931","6.01896551724138"
"628","4.9156050955414","5.86146496815287"
"685","4.90802919708029","5.82189781021898"
"654","4.84862385321101","5.72782874617737"
"664","4.8855421686747","5.75"
"621","4.92270531400966","5.76650563607085"
"515","4.84466019417476","5.9495145631068"
"556","4.96043165467626","5.69064748201439"
"553","4.98010849909584","5.52802893309222"
"557","5.03411131059246","5.64631956912029"
"544","4.94485294117647","5.57904411764706"
"550","4.96181818181818","5.43090909090909"
"525","4.99238095238095","5.49904761904762"
"472","5.07203389830508","5.71186440677966"
"409","5.07090464547677","5.78484107579462"
"384","5.04427083333333","6.17447916666667"
"387","5.12403100775194","6.25322997416021"
"414","5.26086956521739","5.91787439613527"
"457","5.21881838074398","5.84245076586433"
"472","5.29449152542373","5.97033898305085"
"488","5.20081967213115","5.70696721311475"
"461","5.10412147505423","5.78958785249458"
"425","5.28470588235294","6.00705882352941"
"409","5.28117359413203","5.83374083129584"
"378","5.39153439153439","5.89153439153439"
"342","5.38888888888889","6.16959064327485"
"329","5.40121580547113","6.11550151975684"
"342","5.19590643274854","6.03216374269006"
"270","5.35555555555556","6.16666666666667"
"239","5.44769874476987","6.61087866108787"
"254","5.52362204724409","6.34645669291339"
"218","5.6743119266055","6.47706422018349"
"197","5.2741116751269","6.71065989847716"
"230","5.56521739130435","6.48260869565217"
"224","5.53125","6.36607142857143"
"227","5.33039647577093","6.17621145374449"
"241","5.52282157676349","6.65560165975104"
"242","5.64876033057851","6.39669421487603"
"233","5.32188841201717","6.2618025751073"
"229","5.37991266375546","6.41484716157205"
"241","5.5850622406639","6.48547717842324"
"243","5.39506172839506","6.559670781893"
"254","5.48031496062992","6.33464566929134"
"252","5.62698412698413","6.34523809523809"
"253","5.51383399209486","6.47826086956522"
"258","5.54651162790698","6.39147286821705"
"233","5.63519313304721","6.59656652360515"
"229","5.57205240174673","6.63318777292576"
"244","5.41803278688525","6.62704918032787"
"240","5.3","6.625"
"249","5.51807228915663","6.49397590361446"
"227","5.52422907488987","6.69162995594714"
"234","5.79487179487179","6.73931623931624"
"261","5.60536398467433","6.71264367816092"
"353","5.58073654390935","6.9971671388102"
"368","5.50271739130435","7.09782608695652"
"354","5.67231638418079","7.14406779661017"
"406","5.55911330049261","6.94581280788177"
"467","5.52462526766595","7.0406852248394"
"467","5.45610278372591","7.02783725910064"
"505","5.42178217821782","7.15841584158416"
"576","5.51041666666667","7.02951388888889"
"598","5.55518394648829","6.97993311036789"
"601","5.51580698835275","6.96339434276206"
"585","5.34871794871795","6.95897435897436"
"546","5.41025641025641","6.88827838827839"
"496","5.37298387096774","6.83064516129032"
"460","5.34130434782609","6.79130434782609"
"497","5.40040241448692","6.6841046277666"
"510","5.46274509803922","6.67647058823529"
"540","5.27592592592593","6.80740740740741"
"571","5.16287215411559","6.59894921190893"
"571","5.1768826619965","6.86339754816112"
"573","5.18499127399651","6.76439790575916"
"553","5.09222423146474","6.65461121157324"
"559","5.1520572450805","6.75849731663685"
"604","5.14735099337748","6.72019867549669"
"590","5.12203389830508","6.77796610169491"
"537","5.06890130353818","6.67411545623836"
"562","5.04092526690391","6.62099644128114"
"547","4.97623400365631","6.64716636197441"
"552","5.02717391304348","6.69021739130435"
"570","5.01578947368421","6.61754385964912"
"523","5.13001912045889","6.49521988527725"
"443","5.11286681715576","6.51693002257336"
"433","5.16397228637413","6.58198614318707"
