"V1","V2","V3"
"framesum","col","row"
"1025","5.62829268292683","5.01170731707317"
"222","5.95945945945946","6.92792792792793"
"234","5.59401709401709","7.02991452991453"
"225","5.67555555555556","6.87555555555556"
"236","5.67372881355932","6.94915254237288"
"238","5.62605042016807","6.68487394957983"
"228","5.6359649122807","6.83771929824561"
"233","5.72532188841202","6.86266094420601"
"205","5.64390243902439","6.86829268292683"
"228","5.59210526315789","6.77631578947368"
"210","5.74285714285714","7.05714285714286"
"221","5.66968325791855","6.85972850678733"
"209","5.68421052631579","6.84688995215311"
"218","5.62844036697248","6.73853211009174"
"217","5.80645161290323","6.94470046082949"
"228","5.80263157894737","6.75"
"218","5.53669724770642","6.81192660550459"
"212","5.66509433962264","6.90566037735849"
"210","5.75714285714286","6.63333333333333"
"220","5.71363636363636","6.96818181818182"
"224","5.66964285714286","6.90625"
"205","5.47804878048781","6.65853658536585"
"223","5.50224215246637","6.81614349775785"
"222","5.36036036036036","6.79279279279279"
"239","5.60251046025105","6.71966527196653"
"209","5.59808612440191","6.92344497607655"
"213","5.59154929577465","7.03755868544601"
"216","5.5","6.88425925925926"
"224","5.55357142857143","7.10267857142857"
"231","5.7012987012987","6.75757575757576"
"225","5.65333333333333","6.84888888888889"
"227","5.50220264317181","6.70044052863436"
"211","5.53554502369668","7.27488151658768"
"214","5.52803738317757","6.99065420560748"
"220","5.57727272727273","6.95454545454545"
"206","5.59223300970874","7.33980582524272"
"236","5.47033898305085","6.96610169491525"
"228","5.44298245614035","7.10964912280702"
"211","5.54028436018957","7.19431279620853"
"219","5.70776255707763","6.97716894977169"
"220","5.45","7.05909090909091"
"215","5.50232558139535","7.06511627906977"
"207","5.58937198067633","7.23188405797101"
"221","5.65610859728507","7.20814479638009"
"203","5.66502463054187","7.03940886699507"
"212","5.61320754716981","7.13679245283019"
"220","5.59545454545455","7.09545454545455"
"219","5.60730593607306","7.06392694063927"
"214","5.51401869158879","7.2196261682243"
"213","5.74647887323944","7.23004694835681"
"219","5.72146118721461","6.95890410958904"
"222","5.81981981981982","6.97747747747748"
