"V1","V2","V3"
"framesum","col","row"
"465","5.09462365591398","6.50322580645161"
"463","5.13822894168467","6.58315334773218"
"469","5.42430703624733","6.76119402985075"
"473","5.3784355179704","6.52431289640592"
"486","5.16460905349794","6.60288065843621"
"524","5.24618320610687","6.61450381679389"
"495","5.13333333333333","6.67070707070707"
"502","5.16533864541833","6.55179282868526"
"473","5.18181818181818","6.63002114164905"
"492","5.1280487804878","6.61788617886179"
"521","5.23800383877159","6.43570057581574"
"505","5.21188118811881","6.55643564356436"
"523","4.94837476099426","6.46271510516252"
"495","5.11313131313131","6.55353535353535"
"494","5.11740890688259","6.53036437246964"
"507","5.18540433925049","6.43786982248521"
"510","5.09803921568627","6.4921568627451"
"510","5.03529411764706","6.37254901960784"
"502","5.14741035856574","6.39641434262948"
"514","5.03891050583658","6.45136186770428"
"508","5.08661417322835","6.49212598425197"
"499","5.17635270541082","6.43887775551102"
"497","5.07243460764588","6.35613682092555"
"482","5.18464730290456","6.51867219917012"
"524","5.05916030534351","6.5763358778626"
"523","5.09751434034417","6.30210325047801"
"481","5.03326403326403","6.41372141372141"
"534","5.26779026217228","6.37640449438202"
"550","5.19090909090909","6.44909090909091"
"529","5.06049149338374","6.33837429111531"
"497","5.09657947686117","6.43460764587525"
"520","5.19230769230769","6.52115384615385"
"527","5.04933586337761","6.39848197343454"
"563","5.19715808170515","6.42273534635879"
"546","5.08791208791209","6.61538461538461"
"525","5.05714285714286","6.54285714285714"
"527","5.13662239089184","6.50284629981025"
"533","5.09193245778612","6.38086303939962"
"531","5.20338983050847","6.42372881355932"
"497","5.25955734406439","6.53521126760563"
"541","4.97042513863216","6.3641404805915"
"516","5.07364341085271","6.31782945736434"
"535","5.03364485981308","6.44485981308411"
"509","5.16110019646365","6.70923379174853"
"526","5.15969581749049","6.53992395437262"
"520","5.13653846153846","6.68846153846154"
"502","5.07171314741036","6.57370517928287"
"503","5.11928429423459","6.63618290258449"
"496","5.07459677419355","6.4758064516129"
"486","5.19753086419753","6.58230452674897"
"499","5.18236472945892","6.52104208416834"
"512","5.197265625","6.515625"
"502","5.02988047808765","6.70517928286853"
"468","5.16666666666667","6.41880341880342"
"504","5.18650793650794","6.54365079365079"
"522","5.0727969348659","6.38314176245211"
"519","5.07514450867052","6.51252408477842"
"533","5.0281425891182","6.49155722326454"
"526","5.04942965779468","6.46768060836502"
"524","5.02099236641221","6.41030534351145"
"519","5.04238921001927","6.58188824662813"
"517","5.16634429400387","6.54932301740812"
"530","5.10377358490566","6.52075471698113"
"533","5.10694183864916","6.30769230769231"
"527","5.15939278937381","6.46869070208729"
"507","5.07100591715976","6.42998027613412"
"501","5.0439121756487","6.27145708582834"
"516","5.08333333333333","6.53294573643411"
"519","5.04238921001927","6.42003853564547"
"526","5.03802281368821","6.48859315589354"
"538","4.99256505576208","6.29925650557621"
"552","4.89492753623188","6.51630434782609"
"534","4.9250936329588","6.42883895131086"
"559","5.15921288014311","6.4865831842576"
"555","5.02702702702703","6.4018018018018"
"549","5.0983606557377","6.2695810564663"
"528","5.13257575757576","6.43181818181818"
"560","5.02142857142857","6.42321428571429"
"543","5.0865561694291","6.46777163904236"
"535","5.00934579439252","6.41495327102804"
"543","5.03314917127072","6.3646408839779"
"551","5.03085299455535","6.38838475499093"
"519","5.06936416184971","6.25626204238921"
"591","5.21489001692047","6.28934010152284"
"559","5.24865831842576","6.304114490161"
"548","5.0492700729927","6.46167883211679"
"565","5.13274336283186","6.52743362831858"
