"V1","V2","V3"
"framesum","col","row"
"781","4.85147247119078","4.3854033290653"
"292","4.99315068493151","6.3972602739726"
"292","4.72945205479452","6.48287671232877"
"315","4.80634920634921","6.73968253968254"
"337","4.9673590504451","6.55192878338279"
"445","4.86966292134831","6.5752808988764"
"525","4.60380952380952","6.70285714285714"
"493","4.56186612576065","7.05882352941176"
"456","4.56578947368421","6.32675438596491"
"492","4.5","6.33943089430894"
"566","4.26678445229682","5.90636042402827"
"489","4.43149284253579","5.69325153374233"
"539","4.47309833024119","5.3747680890538"
"363","4.71349862258953","5.90633608815427"
"454","4.44273127753304","5.98017621145374"
"469","4.39658848614072","5.42857142857143"
"416","4.34134615384615","5.69711538461539"
"448","4.56026785714286","6.12946428571429"
"317","4.93059936908517","6.25552050473186"
"354","4.88418079096045","6.28248587570621"
"396","4.69191919191919","6.1489898989899"
"410","4.57317073170732","6.02439024390244"
"406","4.41133004926108","6.13546798029557"
"444","4.52252252252252","6.15990990990991"
"317","4.74763406940063","5.77602523659306"
"265","4.84150943396226","6.11320754716981"
"414","4.59903381642512","5.70531400966184"
"485","4.45567010309278","5.89072164948454"
"530","4.24528301886792","5.42641509433962"
"440","4.35681818181818","5.07954545454545"
"274","4.8029197080292","5.64233576642336"
"327","5.14373088685015","5.37003058103976"
"240","5.12083333333333","5.72916666666667"
"419","4.99761336515513","5.80190930787589"
"452","4.61504424778761","5.56858407079646"
"474","4.69198312236287","5.44092827004219"
"467","4.62955032119914","5.593147751606"
"435","4.87816091954023","5.96091954022989"
"287","5.03135888501742","5.33797909407665"
"197","5.16243654822335","5.41624365482233"
"246","4.77642276422764","5.15853658536585"
"283","5","5.49116607773852"
"277","5.03971119133574","5.22021660649819"
"225","4.90222222222222","5.44444444444444"
"367","4.83923705722071","4.65940054495913"
"394","5.0761421319797","4.40862944162437"
"314","5.32802547770701","4.56687898089172"
"175","5.67428571428571","5.35428571428571"
"169","5.69230769230769","5.6508875739645"
"209","5.21052631578947","5.20095693779904"
"191","5.55497382198953","5.55497382198953"
"331","5.77945619335347","5.58308157099698"
"497","5.78068410462777","5.46478873239437"
"576","5.80381944444444","5.49652777777778"
"560","5.66607142857143","5.58392857142857"
"470","5.66595744680851","5.81702127659574"
"559","5.66189624329159","5.608228980322"
"503","5.65606361829026","5.41351888667992"
"349","5.65329512893983","5.54727793696275"
"359","5.49303621169916","5.62395543175488"
"302","5.38079470198675","5.57284768211921"
"412","5.65533980582524","5.60922330097087"
"492","5.65650406504065","5.65853658536585"
"520","5.83461538461538","5.65384615384615"
"294","5.95918367346939","6.56802721088435"
"293","6.14334470989761","6.76450511945392"
"300","6.18333333333333","6.82666666666667"
"347","6.04610951008646","6.77809798270893"
"377","6.01856763925729","7.25464190981432"
"314","5.81210191082803","7.12101910828025"
"364","6.03021978021978","6.98351648351648"
"363","6.03856749311295","6.94214876033058"
"465","6.16129032258065","6.12043010752688"
"416","6.00961538461539","5.98317307692308"
"412","5.96116504854369","5.95873786407767"
"244","6.0327868852459","5.81967213114754"
"388","6.11855670103093","5.83762886597938"
"284","5.94366197183099","5.79577464788732"
"362","6.02762430939227","5.99447513812155"
"407","5.94103194103194","5.61425061425061"
"433","6.17321016166282","6.34642032332563"
"255","6.1843137254902","6.25098039215686"
"356","6.01404494382022","6.32303370786517"
"306","5.95098039215686","6.38235294117647"
"248","5.90322580645161","6.46774193548387"
"275","6.14909090909091","7"
"300","6.1","6.81333333333333"
"378","6.27248677248677","6.95767195767196"
"538","5.95353159851301","6.52973977695167"
"540","5.98888888888889","5.9537037037037"
"187","5.65775401069519","5.61497326203209"
"514","6.05836575875486","6.20233463035019"
"437","5.9954233409611","6.35926773455378"
"304","5.80592105263158","6.15131578947368"
"278","5.7841726618705","6.05755395683453"
"280","5.71071428571429","6.66428571428571"
"337","5.97626112759644","6.79525222551929"
