"V1","V2","V3"
"framesum","col","row"
"8411","3.24919747949114","3.79075020806087"
"3675","3.5934693877551","5.06394557823129"
"3655","3.56169630642955","5.07989056087551"
"3580","3.56536312849162","5.06620111731844"
"3404","3.5237955346651","5.04377203290247"
"3122","3.47693786034593","5.00768737988469"
"2739","3.4184008762322","4.97626871120847"
"2285","3.4074398249453","4.92822757111597"
"1732","3.43533487297921","4.79214780600462"
"1409","3.48403122782115","4.7750177430802"
"1038","3.55491329479769","4.8121387283237"
"858","3.75407925407925","4.9044289044289"
"660","3.91363636363636","4.82121212121212"
"500","4.31","4.708"
"321","4.55763239875389","4.67601246105919"
"252","4.74206349206349","5.08730158730159"
"206","4.86407766990291","4.55339805825243"
"200","4.845","4.74"
"235","5.07659574468085","4.61702127659574"
"210","5.28095238095238","4.46190476190476"
"187","5.25668449197861","5.19251336898396"
"156","5.16666666666667","5.38461538461539"
"131","5.01526717557252","5.48091603053435"
"135","5.19259259259259","5.48888888888889"
"183","5.36065573770492","5.29508196721311"
"200","5.255","5.195"
"358","4.73463687150838","4.74581005586592"
"465","4.68387096774194","4.58279569892473"
"597","4.64321608040201","4.63986599664992"
"791","4.58280657395702","4.43489254108723"
"1187","4.6352148272957","4.5737152485257"
"1618","4.62978986402967","4.57972805933251"
"2140","4.68457943925234","4.66728971962617"
"2530","4.56798418972332","4.75849802371541"
"2900","4.54275862068966","4.74448275862069"
"3108","4.52638352638353","4.73777348777349"
"3225","4.53209302325581","4.7262015503876"
"3324","4.50330926594464","4.73586040914561"
"3464","4.47517321016166","4.73700923787529"
"3623","4.51090256693348","4.7813966326249"
"3657","4.48509707410446","4.76811594202899"
"3791","4.4940648905302","4.80189923503034"
"3691","4.46545651584936","4.78352749932268"
"3614","4.456281128943","4.80188157166574"
"3507","4.44510978043912","4.80211006558312"
"3345","4.45171898355755","4.83288490284006"
"2981","4.45219724924522","4.78966789667897"
"2593","4.48283841110683","4.75356729656768"
"2132","4.51172607879925","4.69793621013133"
"1637","4.54123396456933","4.73060476481368"
"1164","4.6606529209622","4.78178694158076"
"737","4.60379918588874","4.6729986431479"
"503","4.87673956262425","4.67992047713718"
"298","4.96308724832215","4.68120805369128"
"211","5.22748815165877","4.739336492891"
"183","5.45355191256831","4.59016393442623"
"131","6.29007633587786","4.78625954198473"
"84","6.15476190476191","5.30952380952381"
"84","6.23809523809524","4.91666666666667"
"112","5.78571428571429","5.01785714285714"
"78","6.38461538461539","5.33333333333333"
"83","6.28915662650602","5.56626506024096"
"72","6.29166666666667","4.76388888888889"
"80","5.7625","5.8"
"94","6.67021276595745","5.76595744680851"
"102","5.92156862745098","5.49019607843137"
"94","5.74468085106383","5.34042553191489"
"110","5.73636363636364","5.58181818181818"
"123","5.69918699186992","6.05691056910569"
"124","6.07258064516129","5.21774193548387"
"151","5.40397350993377","5.16556291390728"
"172","5.84302325581395","5.92441860465116"
"216","5.79166666666667","6.45833333333333"
"286","5.51048951048951","6.36363636363636"
"413","5.17191283292978","6.65133171912833"
"644","5.01708074534162","6.49378881987578"
"1019","5.09028459273798","6.62708537782139"
"1276","5.05721003134796","6.78213166144201"
"1661","5.13786875376279","6.73269114990969"
"1835","5.1700272479564","6.83378746594005"
"2173","5.18591808559595","6.83479061205706"
"2346","5.2075873827792","6.86615515771526"
"2541","5.23691460055096","6.88154269972452"
"2508","5.28748006379585","6.9158692185008"
"2585","5.24023210831721","6.91334622823985"
"2607","5.2217107786728","6.96432681242808"
"2679","5.21724524076148","6.9130272489735"
"2686","5.19508562918838","6.93894266567386"
"2666","5.19392348087022","6.91410352588147"
"2610","5.1455938697318","6.83869731800766"
"2374","5.14153327716933","6.81550126368997"
"2027","5.11445485939813","6.72619634928466"
"1701","5.03292181069959","6.69429747207525"
"1181","4.87806943268417","6.5969517358171"
"838","4.75417661097852","6.21837708830549"
"540","4.83148148148148","6.42962962962963"
"372","4.81989247311828","5.9489247311828"
"305","4.49180327868852","6.22622950819672"
"204","4.7843137254902","5.98039215686275"
"229","5.29257641921397","6.53711790393013"
"227","5.11894273127753","6.48898678414097"
"167","5.10179640718563","5.49700598802395"
"158","5.34810126582278","5.39240506329114"
"138","5.15217391304348","6.15217391304348"
"158","5.20253164556962","5.77215189873418"
"162","5.04320987654321","5.7962962962963"
"158","4.65822784810127","5.89240506329114"
"158","4.91139240506329","6.01898734177215"
"158","4.94303797468354","5.93670886075949"
"162","4.90123456790123","5.89506172839506"
"162","5.35185185185185","5.84567901234568"
"220","5.06818181818182","5.46818181818182"
"281","5.1779359430605","5.88612099644128"
"394","5.15736040609137","6.31218274111675"
"435","5.49195402298851","6.79310344827586"
"629","5.19236883942766","6.87281399046105"
"763","5.36828309305374","6.85845347313237"
"983","5.49237029501526","7.24821973550356"
"1178","5.70967741935484","7.2911714770798"
"1402","5.75249643366619","7.490727532097"
"1736","5.90149769585253","7.53052995391705"
"2149","5.90460679385761","7.5067473243369"
"2724","5.9654919236417","7.44713656387665"
"2949","6.02882332994235","7.43031536113937"
"3248","6.02339901477832","7.43996305418719"
"3510","6.04928774928775","7.42250712250712"
"3645","6.04609053497942","7.45048010973937"
"3832","6.11691022964509","7.43528183716075"
"3834","6.14188836724048","7.48591549295775"
"3877","6.13283466597885","7.42223368583957"
"3898","6.14494612621857","7.42047203694202"
"3835","6.1264667535854","7.42372881355932"
"3797","6.1424809059784","7.46010007900974"
"3714","6.1453957996769","7.42299407646742"
"3629","6.14880132267842","7.44475062000551"
"3498","6.16666666666667","7.46140651801029"
"3202","6.13803872579638","7.46252342286071"
"2796","6.10944206008584","7.44206008583691"
"2224","6.02562949640288","7.48785971223022"
"1808","5.86393805309735","7.375"
"1327","5.76186887716654","7.20723436322532"
"902","5.67849223946785","7.32261640798226"
"650","5.63538461538462","7.07846153846154"
"432","5.35416666666667","6.91898148148148"
"332","4.92771084337349","6.82228915662651"
"247","5.13765182186235","6.70040485829959"
"234","4.94444444444444","6.35042735042735"
"146","4.94520547945205","6.10958904109589"
"143","5.18881118881119","6.06993006993007"
"175","5.38285714285714","5.39428571428571"
"162","5.40740740740741","5.75925925925926"
"169","4.72781065088757","5.70414201183432"
"169","4.8698224852071","5.53254437869822"
"165","5.01212121212121","5.98181818181818"
"191","5.3455497382199","5.57068062827225"
"227","5.05286343612335","6.04405286343612"
"206","5.34466019417476","5.72815533980583"
"346","5.63872832369942","6.70809248554913"
"690","5.96811594202899","6.99130434782609"
"849","6.1696113074205","6.90812720848057"
"1065","6.17370892018779","7.21220657276995"
"1477","6.26201760324983","7.2241029113067"
"1863","6.3166935050993","7.37090713902308"
"2297","6.36134087940792","7.464954288202"
"2680","6.42537313432836","7.51828358208955"
"3083","6.50275705481674","7.5598443074927"
"3469","6.50677428653791","7.56039204381666"
"3750","6.5216","7.60053333333333"
"3908","6.55424769703173","7.6028659160696"
"4140","6.52125603864734","7.62028985507246"
"4188","6.54847182425979","7.6158070678128"
"4235","6.55206611570248","7.61487603305785"
"4292","6.5712954333644","7.5955265610438"
"4321","6.53274704929415","7.60888683175191"
"4343","6.49251669352982","7.60142758461893"
"4099","6.46425957550622","7.58916808977799"
"3754","6.41236014917421","7.54155567394779"
"3136","6.26913265306122","7.48628826530612"
"2521","6.09758032526775","7.36414121380405"
"1917","6.05059989567032","7.3150756390193"
"1481","5.90479405806887","7.21809588116138"
"1038","5.57514450867052","7.07418111753372"
"673","5.44576523031204","6.7592867756315"
"386","5.22538860103627","6.71243523316062"
"300","4.84","6.26333333333333"
"231","4.58874458874459","5.5974025974026"
"288","4.71180555555556","5.74652777777778"
"213","4.85915492957746","6.11267605633803"
"201","4.98009950248756","6.31840796019901"
"219","4.89497716894977","6.23287671232877"
"234","4.9957264957265","6.12393162393162"
"212","4.97169811320755","6.32547169811321"
"217","5.10138248847926","5.89400921658986"
"242","4.97107438016529","6.47520661157025"
"309","5.64077669902913","6.66019417475728"
"312","5.66666666666667","6.36858974358974"
"324","5.40432098765432","6.63271604938272"
"331","5.70392749244713","6.62839879154079"
"379","5.82585751978892","6.68337730870712"
"558","5.83870967741935","6.65591397849462"
"752","5.88696808510638","7.05585106382979"
"1096","6.11131386861314","7.07846715328467"
"1420","6.18380281690141","7.13591549295775"
