max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,subject,control,type
728,607,668.3518519,671,457.1460713,1614,72182,4.660522273,4.258649094,4.466692288,4.474652313,0.006336417,7.929472562,482.4027671,6.447204969,6.071225071,6.26809884,6.254050109,0.007316311,8.761913512,676.9546747,cover,dynamic,14,bot,constant
767,657,711.5,712.5,618.4766355,1639,76842,4.538356164,4.226950355,4.3830046,4.382409495,0.00358803,6.253127461,473.3644968,6.488857939,6.167381974,6.322451499,6.316322675,0.004511866,7.451799054,682.8247619,cover,dynamic,14,bot,constant
831,682,762.212963,764,633.5897369,1983,82319,4.4375,4.131652661,4.324393038,4.323230817,0.003381942,6.760132611,467.0344481,6.48603352,6.185863874,6.331541817,6.331837347,0.00436559,6.900969328,683.8065162,cover,dynamic,14,bot,constant
837,720,773.8333333,775.5,512.2336449,2215,83574,4.481283422,4.148611111,4.308572237,4.306815743,0.004222817,7.570182765,465.3258016,6.563829787,6.132408575,6.341250058,6.344654935,0.005032765,8.040809985,684.8550063,cover,dynamic,14,bot,constant
208,155,182.6111111,183.5,99.99688474,1087,19722,6.093406593,5.102702703,5.620361731,5.614364938,0.047559882,20.24702299,606.9990669,5.643979058,4.751322751,5.148736938,5.150793651,0.033596375,19.24434712,556.0635893,cover,dynamic,14,bot,notouch
218,152,185.5555556,185,160.0809969,1275,20040,6.1,5.020100503,5.576490685,5.572778685,0.04107018,18.99309287,602.260994,5.585526316,4.585798817,5.143457588,5.142857143,0.038292319,22.2106503,555.4934195,cover,dynamic,14,bot,notouch
216,158,184.8333333,184,175.635514,1490,19962,6.065868263,5.06741573,5.507362873,5.492372175,0.039734411,19.99128881,594.7951903,5.603658537,4.553072626,5.156613813,5.144158841,0.042309298,25.66283197,556.9142918,cover,dynamic,14,bot,notouch
229,152,187.0740741,186.5,183.4897889,1247,20204,5.955801105,5.088888889,5.506524308,5.506411973,0.034094042,18.99944428,594.7046252,5.545945946,4.730392157,5.145642071,5.143678161,0.032204182,18.90655737,555.7293437,cover,dynamic,14,bot,notouch
364,213,266.1111111,253,1335.090343,1689,28740,5.735042735,4.843648208,5.310774458,5.305328218,0.03832686,19.21558449,573.5636415,7.04040404,6.152985075,6.631609697,6.642257922,0.044452288,20.17391785,716.2138472,cover,dynamic,14,bot,pat
418,191,263.0648148,254,1569.388283,2334,28411,5.636752137,4.91372549,5.299671723,5.306105882,0.029184292,13.43437654,572.3645461,7.054545455,6.231092437,6.667385542,6.671535409,0.028329408,16.7131273,720.0776385,cover,dynamic,14,bot,pat
386,201,275.5185185,271,2068.812738,2379,29756,5.705179283,4.806722689,5.281188804,5.283290035,0.040976854,15.07823245,570.3683908,7.307167235,6.267489712,6.701108369,6.692551692,0.044179998,22.23428264,723.7197038,cover,dynamic,14,bot,pat
422,204,271.8333333,259,2191.205607,2366,29358,5.630434783,4.901015228,5.301459069,5.317572156,0.029196831,15.03478584,572.5575795,7.062913907,6.107569721,6.659819973,6.690598291,0.03853753,22.24816119,719.2605571,cover,dynamic,14,bot,pat
