"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","cover","state","subject","control","type"
493,390,427.9259259,423.5,528.3122188,1455,46216,5.466042155,5.012658228,5.226481588,5.221298378,0.008727374,9.669518779,564.4600115,6.616438356,6.100719424,6.400911511,6.404340547,0.011148478,9.138674551,691.2984432,"cover","dynamic",6,"bot","constant"
515,415,466.1851852,467,365.6289373,1471,50348,5.452138493,4.925773196,5.158765642,5.154865177,0.011594887,8.570884208,557.1466893,6.746543779,6.235294118,6.467474316,6.458123621,0.009043033,9.646059186,698.4872261,"cover","dynamic",6,"bot","constant"
558,477,515.9259259,515.5,442.8542748,1352,55720,5.321292776,4.990079365,5.158042083,5.159813145,0.005320789,6.640620328,557.068545,6.702702703,6.241316271,6.462767111,6.461655702,0.005598363,8.856752355,697.978848,"cover","dynamic",6,"bot","constant"
610,485,554.6296296,558,796.1606092,1745,59900,5.291089109,4.90619469,5.103998127,5.104434809,0.007259627,7.635069065,551.2317978,6.628670121,6.256272401,6.47998652,6.488416609,0.006019274,6.802563786,699.8385441,"cover","dynamic",6,"bot","constant"
273,218,239.212963,239.5,94.82338179,1068,25835,5.751020408,5.150197628,5.475997704,5.484069025,0.016094976,13.76025195,591.407752,6.965665236,6.2875,6.639016153,6.639242337,0.016108791,13.85793692,717.0137445,"cover","dynamic",6,"bot","notouch"
263,213,234.6388889,233.5,93.24221184,1111,25341,5.794354839,5.18852459,5.502580077,5.507462268,0.016251786,14.68231292,594.2786484,7.044247788,6.316872428,6.6626935,6.658909574,0.023123873,15.78138281,719.570898,"cover","dynamic",6,"bot","notouch"
271,215,236.6203704,236,118.4246279,1147,25555,5.840163934,5.170542636,5.526610529,5.530919626,0.018170282,14.40125163,596.8739371,7.064814815,6.299578059,6.662235517,6.663921968,0.024529338,12.3715475,719.5214358,"cover","dynamic",6,"bot","notouch"
259,213,234.7592593,234,128.2592593,1267,25354,5.803149606,5.187755102,5.514663109,5.532874964,0.014477828,12.68102188,595.5836158,7.031390135,6.285714286,6.672920908,6.669589169,0.024085199,16.19885437,720.6754581,"cover","dynamic",6,"bot","notouch"
350,212,276.1944444,276,990.6627726,1775,29829,5.848484848,5.225913621,5.489601478,5.487642116,0.015428496,12.03641632,592.8769596,7.356725146,6.389105058,6.858247953,6.853810541,0.03301267,15.35039558,740.690779,"cover","dynamic",6,"bot","pat"
433,203,265.6666667,259,1261.345794,2310,28692,5.832727273,5.019553073,5.522896803,5.519127941,0.022876007,14.77815846,596.4728547,7.224199288,5.838337182,6.706525828,6.699231032,0.066444057,19.86482408,724.3047894,"cover","dynamic",6,"bot","pat"
484,226,285.6574074,271,2069.292748,2718,30851,5.849785408,5.085470085,5.458420815,5.455611953,0.027458099,14.19022192,589.509448,7.539419087,6.456521739,6.997500683,7.012400838,0.045376241,18.44730185,755.7300738,"cover","dynamic",6,"bot","pat"
477,225,284.7222222,266,3249.267913,3651,30750,5.786324786,5.048309179,5.428898318,5.440524168,0.019671593,12.90207423,586.3210183,7.253676471,5.869565217,6.672794252,6.67032032,0.088355164,18.53356232,720.6617793,"cover","dynamic",6,"bot","pat"
506,219,336.0833333,324.5,3918.507009,4050,36297,5.786610879,4.908309456,5.289546754,5.282878482,0.026196529,14.47612535,571.2710494,7.423208191,5.774553571,6.622748381,6.569793491,0.115142632,18.90135291,715.2568251,"cover","dynamic",6,"bot","rub"
505,222,347.5277778,343,4230.756231,3733,37533,5.590163934,4.861244019,5.23056805,5.223050354,0.031542577,14.12684197,564.9013494,7.290734824,5.892344498,6.666730301,6.699399038,0.084743889,19.84509815,720.0068725,"cover","dynamic",6,"bot","rub"
550,245,368.5185185,348,4247.055729,4365,39800,5.692041522,4.911357341,5.265502823,5.265572925,0.021166539,13.44970049,568.6743049,7.603658537,6.080851064,6.692231473,6.662034735,0.101631841,19.19476611,722.7609991,"cover","dynamic",6,"bot","rub"
516,243,338.1851852,325.5,3330.582208,4052,36524,5.548295455,4.825581395,5.273033784,5.275751547,0.017400632,13.17224431,569.4876486,7.163414634,5.826210826,6.608176369,6.62749383,0.087461536,18.81162849,713.6830478,"cover","dynamic",6,"bot","rub"
389,214,299.0648148,297,1686.827535,2520,32299,5.8671875,4.992619926,5.402506513,5.38330823,0.039641071,16.63685363,583.4707034,7.395424837,6.24127907,6.825929552,6.82035284,0.04520156,17.69504361,737.2003917,"cover","dynamic",6,"bot","scratch"
491,202,284.0555556,273,2058.557632,3158,30678,5.810606061,5.016483516,5.443960391,5.449137931,0.032233579,15.47655569,587.9477222,7.107023411,6.063186813,6.67692167,6.694642857,0.040828458,17.46618642,721.1075403,"cover","dynamic",6,"bot","scratch"
443,214,296.3518519,291.5,2946.940464,2976,32006,5.907834101,5.044568245,5.415211261,5.407999247,0.039487993,16.50193293,584.8428162,7.24497992,6.33640553,6.807039703,6.810919625,0.038684178,15.73565389,735.1602879,"cover","dynamic",6,"bot","scratch"
405,215,305.287037,309.5,1774.898148,2756,32971,5.834615385,4.976470588,5.366237532,5.355613831,0.026310111,13.94696297,579.5536535,7.339393939,6.307142857,6.898578032,6.911261872,0.038780879,18.04972039,745.0464275,"cover","dynamic",6,"bot","scratch"
358,247,291.7407407,289,345.1658013,1824,31508,5.875432526,5.162939297,5.534780847,5.543585757,0.019485363,11.98595368,597.7563315,7.028340081,6.370909091,6.675321506,6.683489995,0.014965292,12.88921855,720.9347227,"cover","dynamic",6,"bot","stroke"
404,260,296.1018519,291.5,500.7465386,2018,31979,5.858085809,5.220779221,5.546042304,5.548121141,0.015806268,11.87991126,598.9725689,7.011538462,6.376623377,6.695398787,6.690155924,0.021546998,13.83405063,723.103069,"cover","dynamic",6,"bot","stroke"
364,249,291.9814815,289.5,376.0744202,1286,31534,5.938628159,5.227272727,5.533592454,5.540404498,0.018148904,12.12594219,597.6279851,7.16064257,6.25,6.711743838,6.717972833,0.017737615,12.16067946,724.8683345,"cover","dynamic",6,"bot","stroke"
359,263,295.9166667,295.5,421.5724299,1790,31959,5.807692308,5.121037464,5.49617702,5.503206169,0.013463432,11.65302817,593.5871181,7.01179941,6.306188925,6.657112714,6.674132885,0.015921411,13.40532052,718.9681731,"cover","dynamic",6,"bot","stroke"
397,281,332.1574074,329,605.0871409,1752,35873,5.818181818,5.081850534,5.458130832,5.466962841,0.020490047,13.02798651,589.4781299,7.030716724,5.850129199,6.490076808,6.584396259,0.094575648,15.79931878,700.9282953,"cover","dynamic",6,"bot","tickle"
478,294,351.4166667,350,877.5537383,2119,37953,5.682926829,5.10755814,5.39137077,5.372643888,0.014969869,12.27505986,582.2680431,7.034285714,5.654811715,6.537823189,6.577736836,0.064663214,20.20026048,706.0849044,"cover","dynamic",6,"bot","tickle"
439,283,339.5740741,338,839.1066113,1895,36674,5.762658228,5.060790274,5.454555756,5.464791134,0.020322029,11.66495923,589.0920216,6.886925795,5.942396313,6.598214496,6.617443593,0.031802194,13.75266471,712.6071656,"cover","dynamic",6,"bot","tickle"
474,266,340.7037037,324.5,2174.322603,2620,36796,5.763157895,4.964135021,5.407113329,5.414001724,0.018012163,12.00303123,583.9682395,6.8815427,5.868852459,6.553247051,6.588341544,0.040612502,16.09883877,707.7506815,"cover","dynamic",6,"bot","tickle"
634,549,595.4722222,596,319.373053,1951,64311,5.51461039,4.986086957,5.242956579,5.242068211,0.007920744,8.750077734,566.2393105,7.12244898,6.693548387,6.900740817,6.904936223,0.006896187,9.192497104,745.2800082,"none","dynamic",6,"bot","constant"
630,554,594.037037,592,239.7743164,1687,64156,5.380573248,4.987654321,5.210827069,5.20616071,0.006706695,8.334761684,562.7693235,7.078125,6.6272,6.90943364,6.919580939,0.006939164,8.818007088,746.2188331,"none","dynamic",6,"bot","constant"
631,563,597.8611111,597,252.8870717,1539,64569,5.456279809,4.948186528,5.200487088,5.199849261,0.007536038,7.674604849,561.6526055,7.066433566,6.565640194,6.890076459,6.900005283,0.008577852,10.44464831,744.1282576,"none","dynamic",6,"bot","constant"
645,561,603.0648148,600,298.1359467,1588,65131,5.385,4.996610169,5.172574241,5.162901141,0.006740552,8.057783478,558.638018,7.112984823,6.613333333,6.908590413,6.92197323,0.008257906,10.04416145,746.1277647,"none","dynamic",6,"bot","constant"
226,183,205.5,206,85.13084112,1055,22194,5.805309735,5.168421053,5.543473793,5.541001978,0.013909583,12.6804796,598.6951697,7.078947368,6.488151659,6.726989103,6.722093076,0.017063216,13.79361111,726.5148231,"none","dynamic",6,"bot","notouch"
228,189,207.1018519,206.5,77.4007442,990,22367,5.947115385,5.104072398,5.485210423,5.470897436,0.020625112,16.99053683,592.4027257,7.155440415,6.313636364,6.720613451,6.730550925,0.029920133,14.6619176,725.8262527,"none","dynamic",6,"bot","notouch"
231,186,207.2962963,207,85.01419176,993,22388,5.881773399,5.009478673,5.50390158,5.507329145,0.018757268,14.52880544,594.4213707,7.094527363,6.298578199,6.715541891,6.727513793,0.023075108,16.12939403,725.2785242,"none","dynamic",6,"bot","notouch"
232,188,209.5555556,209,76.82866044,969,22632,5.746411483,5.136792453,5.484426758,5.503710087,0.016628281,13.90443455,592.3180898,7.186868687,6.394230769,6.71630971,6.703604023,0.026548421,14.43067756,725.3614487,"none","dynamic",6,"bot","notouch"
416,244,295.3055556,278.5,1664.905763,2376,31893,5.747058824,5.079320113,5.449975858,5.463340414,0.024011627,15.91373273,588.5973926,7.225490196,6.187969925,6.702185073,6.691055814,0.035294737,13.2610685,723.8359879,"none","dynamic",6,"bot","pat"
407,246,295.3703704,285.5,1361.282105,2109,31900,5.773972603,5.018018018,5.461450823,5.474517271,0.024151216,12.7122303,589.8366889,7.045112782,6.194968553,6.668305723,6.670722929,0.03307624,14.59944915,720.1770181,"none","dynamic",6,"bot","pat"
433,238,281.9814815,275,1035.308065,2124,30454,5.852589641,5.032258065,5.508450675,5.513809564,0.030533237,14.84601276,594.9126729,7.156028369,6.271428571,6.744585026,6.745404147,0.026613948,15.03714067,728.4151828,"none","dynamic",6,"bot","pat"
398,226,284.3981481,278,1148.148408,2092,30715,6.086466165,5.059782609,5.505787379,5.523360622,0.034296362,14.43296453,594.6250369,7.09929078,6.160349854,6.736720107,6.764273687,0.033264714,14.37340529,727.5657715,"none","dynamic",6,"bot","pat"
502,219,311.0555556,308.5,2511.641745,3494,33594,5.719858156,4.837078652,5.307710171,5.317251924,0.038543356,17.44015417,573.2326985,7.148288973,5.857142857,6.472156496,6.485667486,0.079119729,22.41919158,698.9929015,"none","dynamic",6,"bot","rub"
513,238,340.4444444,332,3587.258567,4196,36768,5.645522388,4.834862385,5.267606081,5.244377506,0.028807299,16.26279503,568.9014567,7.29076087,5.75,6.499939129,6.507599832,0.089289155,20.98325406,701.9934259,"none","dynamic",6,"bot","rub"
417,226,318.1388889,308,1949.522586,3690,34359,5.713333333,4.828282828,5.275083161,5.286490663,0.034236218,17.49516816,569.7089814,7.122529644,5.896,6.494359854,6.458195339,0.075377439,20.28948847,701.3908642,"none","dynamic",6,"bot","rub"
578,235,353.962963,333.5,5970.951886,5056,38228,5.687134503,4.652747253,5.230867864,5.252322127,0.034355039,14.59790329,564.9337293,7.045454545,5.98470948,6.46842347,6.483659384,0.057599433,17.04573148,698.5897347,"none","dynamic",6,"bot","rub"
469,225,324.8703704,319.5,2846.973693,3703,35086,5.794979079,4.832020997,5.300102475,5.303772936,0.042445842,15.77066159,572.4110673,7.174041298,6.128504673,6.675070255,6.705289205,0.051494708,17.37936237,720.9075876,"none","dynamic",6,"bot","scratch"
