max,min,mean,median,var,totalvar,auc,Xmax,Xmin,Xmean,Xmedian,Xvar,Xtotalvar,Xauc,Ymax,Ymin,Ymean,Ymedian,Yvar,Ytotalvar,Yauc,cover,state,subject,control,type
990,730,859.0925926,864,4171.299758,1825,92782,4.492424242,4.161434978,4.299087846,4.292165499,0.004875398,6.164157063,464.3014874,7.551075269,7.139380531,7.329741525,7.319614017,0.007573296,7.222411481,791.6120847,cover,dynamic,13,bot,constant
1088,902,986.8333333,978.5,1897.149533,1650,106578,4.243951613,4.017126546,4.123470942,4.119420544,0.0021452,4.573113785,445.3348617,7.448144624,7.180327869,7.314015674,7.314587368,0.002321857,4.513827418,789.9136928,cover,dynamic,13,bot,constant
1187,1017,1084.055556,1078,1063.566978,1883,117078,4.2268431,3.966666667,4.076100944,4.076194832,0.003193844,5.114628845,440.218902,7.498591549,7.110502283,7.287119904,7.291475362,0.005553118,6.444875856,787.0089496,cover,dynamic,13,bot,constant
1306,1161,1215.981481,1211,1037.83143,2283,131326,4.161740558,3.868288591,3.992063624,3.98495174,0.003521451,4.517084209,431.1428714,7.462585034,7.189781022,7.328469505,7.336682551,0.003422865,4.639955244,791.4747066,cover,dynamic,13,bot,constant
220,110,168.4444444,169.5,543.9875389,1503,18192,6.083916084,5.074074074,5.486938197,5.478093729,0.042268626,18.25902749,592.5893253,6.688235294,5.298611111,6.052666338,6.107954545,0.102884793,28.87612378,653.6879645,cover,dynamic,13,bot,notouch
208,114,169.3888889,172,478.0903427,1321,18294,6.028368794,4.916666667,5.496390807,5.473971191,0.046770397,17.36550441,593.6102072,6.621052632,5.439716312,6.023729115,6.031966937,0.071987815,22.01026861,650.5627445,cover,dynamic,13,bot,notouch
210,131,169.287037,170,295.9074939,1434,18283,5.94,5.088435374,5.468876603,5.43387458,0.033721801,17.64621393,590.6386731,6.570512821,5.398907104,5.973752953,5.980207153,0.052743165,21.85689158,645.1653189,cover,dynamic,13,bot,notouch
213,135,166.4814815,164,268.4389062,1155,17980,6.114285714,4.968911917,5.447589675,5.455832333,0.044636503,20.97322148,588.3396849,6.63030303,5.483221477,5.926489999,5.892929293,0.063421136,20.32110457,640.0609199,cover,dynamic,13,bot,notouch
253,115,148.5648148,148.5,353.575199,1697,16045,5.864705882,4.706766917,5.366862071,5.367132867,0.067066195,24.6896207,579.6211037,6.315436242,5.101449275,5.54150588,5.490892972,0.064838354,25.09204987,598.482635,cover,dynamic,13,bot,pat
200,127,160.6481481,161,179.2021461,1417,17350,5.855172414,4.87037037,5.332931875,5.33745838,0.047349421,22.15581923,575.9566425,6.259036145,5.094936709,5.53640758,5.478234728,0.060177701,21.19336261,597.9320186,cover,dynamic,13,bot,pat
244,133,167.4907407,165,327.0186051,1446,18089,5.916129032,4.867816092,5.345748268,5.333482389,0.03724058,21.8577415,577.340813,6.423809524,4.775510204,5.596113028,5.597782219,0.112629695,25.13878934,604.380207,cover,dynamic,13,bot,pat
238,128,172.6851852,171,351.4700588,1567,18650,5.893617021,4.857142857,5.389677836,5.370430108,0.047135044,24.05465997,582.0852063,6.450549451,4.97752809,5.612358429,5.493435635,0.168028434,18.66394763,606.1347104,cover,dynamic,13,bot,pat
3159,109,720.6944444,266.5,764399.5039,9831,77835,6.409836066,4.529313233,5.239618118,5.092303885,0.230325968,18.51502618,565.8787568,7.934861279,4.239130435,6.121512066,5.795594551,0.986484472,27.48669651,661.1233031,cover,dynamic,13,bot,rub
3037,98,966.287037,730.5,686480.7299,11353,104359,5.844827586,4.217527387,5.003944335,4.971217009,0.134536037,16.87122542,540.4259882,8.169844021,4.440298507,6.70259565,6.890859635,1.533700182,23.48463853,723.8803302,cover,dynamic,13,bot,rub
