"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","cover","state","subject","control","type"
764,616,701.6018519,707,874.3353236,1825,75773,5.155172414,4.831578947,4.987156046,4.988800586,0.004468861,6.442369283,538.612853,6.967016492,6.624113475,6.814553028,6.826801802,0.007522873,6.598121002,735.9717271,"cover","dynamic",7,"bot","constant"
748,611,670.0833333,674.5,760.4696262,1858,72369,5.147727273,4.815286624,5.00276908,5.006685274,0.004098276,7.317231383,540.2990606,7.104105572,6.621495327,6.85831161,6.866625626,0.009247975,8.402351737,740.6976538,"cover","dynamic",7,"bot","constant"
729,633,673.8796296,672.5,377.8451886,1846,72779,5.165151515,4.820289855,5.016934066,5.01757928,0.003594386,6.984279982,541.8288791,7.052941176,6.665158371,6.867136546,6.859457017,0.008403957,8.739064478,741.650747,"cover","dynamic",7,"bot","constant"
731,598,680.7685185,684,693.1702146,2276,73523,5.2,4.897168405,5.043497723,5.047041752,0.003506846,7.426275361,544.6977541,7.11641791,6.703649635,6.926479932,6.93223667,0.007422895,8.197412825,748.0598326,"cover","dynamic",7,"bot","constant"
316,260,288.3611111,289,166.6627726,1333,31143,5.72909699,5.061594203,5.387710551,5.373007108,0.016193168,11.64435472,581.8727395,6.966666667,6.420689655,6.65687719,6.656747805,0.014312008,12.85461704,718.9427365,"cover","dynamic",7,"bot","notouch"
316,255,290.8333333,290,126.6261682,1223,31410,5.755244755,4.992509363,5.412943062,5.416671296,0.016639164,11.70536168,584.5978507,7.026490066,6.392739274,6.695140552,6.682187612,0.019605269,13.30293076,723.0751796,"cover","dynamic",7,"bot","notouch"
319,262,291.1666667,290.5,143.0373832,1293,31446,5.687919463,5.092409241,5.401056666,5.411814753,0.014090608,11.54344048,583.3141199,6.976109215,6.416393443,6.686730309,6.713787741,0.017009045,10.81429829,722.1668734,"cover","dynamic",7,"bot","notouch"
326,263,292.2777778,291,161.8847352,1441,31566,5.663265306,5.18245614,5.411719896,5.404893887,0.014426468,13.12370017,584.4657488,6.976351351,6.385135135,6.68376167,6.692101564,0.017739302,14.18349543,721.8462603,"cover","dynamic",7,"bot","notouch"
651,228,333.5277778,302,8628.793614,4349,36021,5.74912892,4.987234043,5.366760594,5.402654604,0.028097021,13.38246879,579.6101442,7.079518072,5.785942492,6.434054827,6.441830986,0.063996283,17.50545147,694.8779214,"cover","dynamic",7,"bot","pat"
636,248,341.1203704,292.5,10355.02276,5399,36841,5.908088235,4.928294574,5.404289749,5.413365346,0.047165628,14.49913873,583.6632929,7.197368421,5.872395833,6.478260136,6.475648324,0.07252495,18.60245438,699.6520947,"cover","dynamic",7,"bot","pat"
