"max","min","mean","median","var","totalvar","auc","Xmax","Xmin","Xmean","Xmedian","Xvar","Xtotalvar","Xauc","Ymax","Ymin","Ymean","Ymedian","Yvar","Ytotalvar","Yauc","cover","state","subject","control","type"
747,621,680.7407407,681,935.2966424,1863,73520,4.891816921,4.601147776,4.718492481,4.709485271,0.003879673,7.125689702,509.597188,6.203757225,5.733128834,6.00504316,6.007215383,0.006267176,6.850159336,648.5446613,"cover","dynamic",10,"man","constant"
842,628,747.8148148,745,1341.030807,1892,80764,4.910948905,4.508064516,4.702637324,4.698336482,0.005318376,5.542056846,507.884831,6.217335058,5.843582888,6.00157004,5.991352527,0.00478732,5.944211233,648.1695643,"cover","dynamic",10,"man","constant"
906,745,816.0092593,812,1012.981222,1838,88129,4.920332937,4.57622739,4.750105572,4.745709473,0.004228078,4.99477483,513.0114018,6.369512195,5.862310385,6.173921175,6.18899127,0.007976546,5.73076056,666.7834869,"cover","dynamic",10,"man","constant"
898,744,820.3055556,825,1240.326324,1845,88593,4.947368421,4.664712778,4.815761508,4.807767034,0.003357403,5.909160211,520.1022428,6.335329341,6.021428571,6.19323855,6.198194723,0.0050612,5.543725055,668.8697634,"cover","dynamic",10,"man","constant"
330,239,278.5648148,274,453.9116476,1350,30085,5.777372263,5.181481481,5.518225284,5.521886514,0.017039079,11.6126533,595.9683307,5.325657895,4.697095436,5.007775076,4.956663924,0.030189737,11.98867271,540.8397082,"cover","dynamic",10,"man","notouch"
327,245,282.0462963,278.5,389.8763413,1232,30461,5.748,5.146153846,5.487822903,5.499812474,0.018151402,9.177194064,592.6848736,5.332155477,4.694656489,5.009003773,4.972005552,0.036669024,11.17068078,540.9724075,"cover","dynamic",10,"man","notouch"
327,246,277.3796296,274,326.9293008,1318,29957,5.85,5.103321033,5.517927568,5.514142215,0.019312188,12.777053,595.9361773,5.291803279,4.660516605,4.960819541,4.929700101,0.025133877,11.84426231,535.7685104,"cover","dynamic",10,"man","notouch"
324,242,282.7314815,279,374.5907754,1184,30535,5.745704467,5.186851211,5.499815856,5.504443636,0.015436794,9.309371671,593.9801124,5.45,4.613636364,4.982955496,4.939887193,0.035066018,11.02245251,538.1591935,"cover","dynamic",10,"man","notouch"
662,224,347.0648148,274,16387.66866,3853,37483,5.766666667,4.342902711,5.192963966,5.260091454,0.122661552,14.6929959,560.8401083,6.597426471,5.468619247,6.015658268,5.985788348,0.050121641,14.38556938,649.691093,"cover","dynamic",10,"man","pat"
593,222,331.2777778,272.5,12287.081,3754,35778,5.851851852,4.545966229,5.287161152,5.361008897,0.096761993,12.06776404,571.0134044,6.514893617,5.46473029,5.952901968,5.910552363,0.061197665,13.49789996,642.9134125,"cover","dynamic",10,"man","pat"
727,216,336.9907407,269.5,15921.48589,4184,36395,5.854477612,4.466227348,5.272447475,5.358194404,0.126311509,16.37178523,569.4243273,6.524456522,5.594142259,6.014214004,5.950424876,0.057561163,14.82486067,649.5351124,"cover","dynamic",10,"man","pat"
615,205,343.6944444,277,14545.89642,3929,37119,5.868,4.571428571,5.253802597,5.254675964,0.115397975,14.26974043,567.4106805,6.714285714,5.633744856,6.1111621,6.042034333,0.068139586,13.20374659,660.0055068,"cover","dynamic",10,"man","pat"
